id	enabled	display_context	source	donor	prefix	replacement	display_basis	source_ref	donor_ref	mode	capacity	transform	arguments	reference_refs	parent_mapping_id
T1653	1	Command Chart > character move name	<r降|ふ>り<r作礼|さらい>	Falling Bow			e2e:movesets	NA2_SLPS@0x4460C0	NUN5_TEXTENG@0xD148	slot	32				
T1654	1	Command Chart > character move name	<r絶|た>ち<r終焉|わかれ>	Cut Off End			e2e:movesets	NA2_SLPS@0x4460E0	NUN5_TEXTENG@0xD158	slot	32				
T1655	1	Command Chart > character move name	<r天|てん>の<r構|かま>え・<r刹|せつ>	Heaven Stance: Pillar			e2e:movesets	NA2_SLPS@0x446100	NUN5_TEXTENG@0xD170	slot	48				
T1656	1	Command Chart > character move name	<r舞|ま>い<r飛鳥|あすか>	Flying Bird Dance			e2e:movesets	NA2_SLPS@0x446130	NUN5_TEXTENG@0xD190	slot	32				
T1657	1	Command Chart > character move name	<r地|ち>の<r構|かま>え・<r掩|えん>	Earth Stance: Conceal			e2e:movesets	NA2_SLPS@0x446150	NUN5_TEXTENG@0xD1B0	slot	48				
T1658	1	Command Chart > character move name	<r這|は>い<r土竜|もぐら>	Crawling Mole			e2e:movesets	NA2_SLPS@0x446180	NUN5_TEXTENG@0xD1C8	slot	32				
T1659	1	Command Chart > character move name	<r人|じん>の<r構|かま>え・<r斥|せき>	Human Stance: Avoid			e2e:movesets	NA2_SLPS@0x4461A0	NUN5_TEXTENG@0xD1E0	slot	48				
T1660	1	Command Chart > character move name	<r刺|さ>し<r朱音|あかね>	Scarlet Sonic Pierce			e2e:movesets	NA2_SLPS@0x4461D0	NUN5_TEXTENG@0xD200	slot	32				
T1661	1	Command Chart > character move name	<r暴双砕牙|ばくそうさいが>	Dual Raging Fangs			e2e:movesets	NA2_SLPS@0x44BF90	NUN5_TEXTENG@0xD320	slot	32				
T1662	1	Command Chart > character move name	<r牙通牙|がつうが>	Fang Over Fang			e2e:movesets	NA2_SLPS@0x44BFB0	NUN5_TEXTENG@0x4C18	slot	32				
T1663	1	Command Chart > character move name	<r円月爪|えんげつそう>	Circle Claws			e2e:movesets	NA2_SLPS@0x44BFD0	NUN5_TEXTENG@0xD338	slot	32				
T1664	1	Command Chart > character move name	<r双狼閃|そうろうせん>	Dual Shining Wolves			e2e:movesets	NA2_SLPS@0x44BFF0	NUN5_TEXTENG@0xD350	slot	32				
T1665	1	Command Chart > character move name	<r虚狼貫|ころうかん>	False Tiger Tear			e2e:movesets	NA2_SLPS@0x44C010	NUN5_TEXTENG@0xD370	slot	32				
T1666	1	Command Chart > character move name	<r群狼鞭|ぐんろうべん> 	Wolf Whip			e2e:movesets	NA2_SLPS@0x44C030	NUN5_TEXTENG@0xD388	slot	32				
T1667	1	Command Chart > character move name	<r抗牙刀|こうがとう>	Resisting Fang			e2e:movesets	NA2_SLPS@0x44C050	NUN5_TEXTENG@0xD398	slot	32				
T1668	1	Command Chart > character move name	<r駆狼双戟|かろうそうげき>	Dual Wolf Spear			e2e:movesets	NA2_SLPS@0x44C070	NUN5_TEXTENG@0xD3B0	slot	32				
T1669	1	Command Chart > character move name	<r単騎閃走|たんきせんそう>	Speed Dash			e2e:movesets	NA2_SLPS@0x44C090	NUN5_TEXTENG@0xD3C0	slot	32				
T1670	1	Command Chart > character move name	<r拘狼顎|こうろうがく>	Wolf Brow			e2e:movesets	NA2_SLPS@0x44C0B0	NUN5_TEXTENG@0xD3D0	slot	32				
T1671	1	Command Chart > character move name	<r天狼流|てんろうりゅう>	Sky Wolf Style			e2e:movesets	NA2_SLPS@0x44C0D0	NUN5_TEXTENG@0xD3E0	slot	32				
T1672	1	Command Chart > character move name	<r皇狼落|こうろうらく>	Lord Wolf Drop			e2e:movesets	NA2_SLPS@0x44C0F0	NUN5_TEXTENG@0xD3F0	slot	32				
T1673	1	Command Chart > character move name	<r飛刃狼牙|ひじんろうが>	Flying Wolf Fang			e2e:movesets	NA2_SLPS@0x44C110	NUN5_TEXTENG@0xD400	slot	32				
T1674	1	Command Chart > character move name	<r迅狼天走|じんろうてんそう>	Sky Speeding Wolf			e2e:movesets	NA2_SLPS@0x44C130	NUN5_TEXTENG@0xD420	slot	32				
T1675	1	Command Chart > character move name	<r一騎搭穿|いっきとうせん>	Wolf Rider Pierce			e2e:movesets	NA2_SLPS@0x44C150	NUN5_TEXTENG@0xD440	slot	32				
T1676	1	Command Chart > character move name	<r投狼刃|とうろうじん>	Wolf Fang Throw			e2e:movesets	NA2_SLPS@0x44C170	NUN5_TEXTENG@0xD460	slot	32				
T1677	1	Command Chart > character move name	<r騎乗伐爪|きじょうばっそう>	Riding Fang			e2e:movesets	NA2_SLPS@0x44C190	NUN5_TEXTENG@0xD470	slot	32				
T1678	1	Command Chart > character move name	<r寄壊蟲|きかいちゅう>・<r芭句|ばく>	Parasitic Insects: Bind			e2e:movesets	NA2_SLPS@0x451B90	NUN5_TEXTENG@0xD560	slot	48				
T1679	1	Command Chart > character move name	<r寄壊蟲|きかいちゅう>・<r円塊|えんかい>	Parasitic Insects: Feast			e2e:movesets	NA2_SLPS@0x451BC0	NUN5_TEXTENG@0xD580	slot	48				
T1680	1	Command Chart > character move name	<r沫泡蟲|まっぽうちゅう>	Parasitic Bugs			e2e:movesets	NA2_SLPS@0x451BF0	NUN5_TEXTENG@0xD5A0	slot	32				
T1681	1	Command Chart > character move name	<r擬態蟲|ぎたいちゅう>・<r這|しゃ>	Mimic Bugs: Crawl			e2e:movesets	NA2_SLPS@0x451C10	NUN5_TEXTENG@0xD5B0	slot	48				
T1682	1	Command Chart > character move name	<r拡散蟲|かくさんちゅう>	Falling Bugs			e2e:movesets	NA2_SLPS@0x451C40	NUN5_TEXTENG@0xD5C8	slot	32				
T1683	1	Command Chart > character move name	<r昇渦蟲|しょうかちゅう>	Whirling Bugs			e2e:movesets	NA2_SLPS@0x451C60	NUN5_TEXTENG@0xD5D8	slot	32				
T1684	1	Command Chart > character move name	<r分散蟲|ぶんさんちゅう>	Spreading Bugs			e2e:movesets	NA2_SLPS@0x451C80	NUN5_TEXTENG@0x3628	slot	32				
T1685	1	Command Chart > character move name	<r捕縛蟲|ほばくちゅう>	Catch Bugs			e2e:movesets	NA2_SLPS@0x451CA0	NUN5_TEXTENG@0xD608	slot	32				
T1686	1	Command Chart > character move name	<r擬態蟲|ぎたいちゅう>・<r飛|ひ>	Mimic Bugs: Fly			e2e:movesets	NA2_SLPS@0x451CC0	NUN5_TEXTENG@0xD620	slot	48				
T1687	1	Command Chart > character move name	<r包容蟲|ほうようちゅう>	Encircling Bugs			e2e:movesets	NA2_SLPS@0x451CF0	NUN5_TEXTENG@0xD630	slot	32				
T1688	1	Command Chart > character move name	<r落叩蟲|らっこうちゅう>	Pounding Bugs			e2e:movesets	NA2_SLPS@0x451D10	NUN5_TEXTENG@0xD640	slot	32				
T1689	1	Command Chart > character move name	<r寄集蟲|きしゅうちゅう>	Gathering Bugs			e2e:movesets	NA2_SLPS@0x451D30	NUN5_TEXTENG@0xD650	slot	32				
T1690	1	Command Chart > character move name	<r八卦掌双手通背|はっけしょうそうしゅつうはい>	8 Trigrams Twin Back Pierce			e2e:movesets	NA2_SLPS@0x457A80	NUN5_TEXTENG@0xD710	slot	48				
T1691	1	Command Chart > character move name	<r通背掌|つうはいしょう>	Back Piercing Palm			e2e:movesets	NA2_SLPS@0x457AB0	NUN5_TEXTENG@0xD730	slot	32				
T1692	1	Command Chart > character move name	<r開崩掌|かいほうしょう>	Open Crushing Palm			e2e:movesets	NA2_SLPS@0x457AD0	NUN5_TEXTENG@0xD750	slot	32				
T1693	1	Command Chart > character move name	<r天崩連破|てんほうれんは>	Sky Crushing Rapid Attack			e2e:movesets	NA2_SLPS@0x457AF0	NUN5_TEXTENG@0xD770	slot	32				
T1694	1	Command Chart > character move name	<r投扇掌|とうせんしょう>	Fan Throw Palm			e2e:movesets	NA2_SLPS@0x457B10	NUN5_TEXTENG@0xD790	slot	32				
T1695	1	Command Chart > character move name	<r旋天掌|せんてんしょう>	Sky Spin Palm			e2e:movesets	NA2_SLPS@0x457B30	NUN5_TEXTENG@0xD7A0	slot	32				
T1696	1	Command Chart > character move name	<r三舞|みつまい>	Sambu			e2e:movesets	NA2_SLPS@0x457B50	NUN5_SLES@0x5141D0	slot	24				
T1697	1	Command Chart > character move name	<r瓦砲|がほう>	Tile Cannon			e2e:movesets	NA2_SLPS@0x457B68	NUN5_TEXTENG@0xD7B0	slot	24				
T1698	1	Command Chart > character move name	<r天背掌|てんはいしょう>	Sky Bearing Palm			e2e:movesets	NA2_SLPS@0x457B80	NUN5_TEXTENG@0xD7C0	slot	32				
T1699	1	Command Chart > character move name	<r大鵬|だいほう>	Taiho			e2e:movesets	NA2_SLPS@0x457BA0	NUN5_SLES@0x5141D8	slot	32				
T1700	1	Command Chart > character move name	<r旋風|せんぷう>	Whirlwind			e2e:movesets	NA2_SLPS@0x457BC0	NUN5_TEXTENG@0xD7D8	slot	32				
T1701	1	Command Chart > character move name	<r遥流掌|ようりゅうしょう>	Distant Flowing Palm			e2e:movesets	NA2_SLPS@0x457BE0	NUN5_TEXTENG@0xD7F0	slot	32				
T1702	1	Command Chart > character move name	<r白宝輪|はくほうりん>	White Treasure Ring			e2e:movesets	NA2_SLPS@0x457C00	NUN5_TEXTENG@0xD810	slot	32				
T1703	1	Command Chart > character move name	<r発輝連突|はっきれんとつ>	Shining Thrust			e2e:movesets	NA2_SLPS@0x457C20	NUN5_TEXTENG@0xD828	slot	32				
T1704	1	Command Chart > character move name	<r倍化怒涛|ばいかどとう>	Rage Explosion			e2e:movesets	NA2_SLPS@0x45DBF0	NUN5_TEXTENG@0xD910	slot	32				
T1705	1	Command Chart > character move name	<r超張|ちょうは>り<r手|て>	Super Slap			e2e:movesets	NA2_SLPS@0x45DC10	NUN5_TEXTENG@0xD920	slot	32				
T1706	1	Command Chart > character move name	<r大跳脚|だいちょうきゃく>	Huge Jump			e2e:movesets	NA2_SLPS@0x45DC30	NUN5_TEXTENG@0xD930	slot	32				
T1707	1	Command Chart > character move name	<r大行拳|だいこうけん>	Huge Strike			e2e:movesets	NA2_SLPS@0x45DC50	NUN5_TEXTENG@0xD940	slot	32				
T1708	1	Command Chart > character move name	<r大厳乞|だいげんこつ>	Huge Wish			e2e:movesets	NA2_SLPS@0x45DC70	NUN5_TEXTENG@0xD950	slot	32				
T1709	1	Command Chart > character move name	<r大挟掌|だいきょうしょう>	Huge Clap			e2e:movesets	NA2_SLPS@0x45DC90	NUN5_TEXTENG@0xD960	slot	32				
T1710	1	Command Chart > character move name	<r大昇脚|だいしょうきゃく>	Huge Kick			e2e:movesets	NA2_SLPS@0x45DCB0	NUN5_TEXTENG@0xD970	slot	32				
T1711	1	Command Chart > character move name	<r大叩槌|だいこうつい>	Huge Hammer			e2e:movesets	NA2_SLPS@0x45DCD0	NUN5_TEXTENG@0xD980	slot	32				
T1712	1	Command Chart > character move name	<r怒来武|どらいぶ>	Raging Attack			e2e:movesets	NA2_SLPS@0x45DCF0	NUN5_TEXTENG@0xD990	slot	32				
T1713	1	Command Chart > character move name	かつぎ<r発放|ほっぽう>	Carrying Burst			e2e:movesets	NA2_SLPS@0x45DD10	NUN5_TEXTENG@0xD9A0	slot	32				
T1714	1	Command Chart > character move name	<r大回脚|だいかいきゃく>	Huge Spin Kick			e2e:movesets	NA2_SLPS@0x45DD30	NUN5_TEXTENG@0xD9B0	slot	32				
T1715	1	Command Chart > character move name	<r急球弾|きゅうきゅうだん>	Quick Shot			e2e:movesets	NA2_SLPS@0x45DD50	NUN5_TEXTENG@0xD9C0	slot	32				
T1716	1	Command Chart > character move name	まわし<r発放|ほっぽう>	Spinning Burst			e2e:movesets	NA2_SLPS@0x45DD70	NUN5_TEXTENG@0xD9D0	slot	32				
T1717	1	Command Chart > character move name	<r大双脚|だいそうきゃく>	Huge Dual Kick			e2e:movesets	NA2_SLPS@0x45DD90	NUN5_TEXTENG@0xD9E0	slot	32				
T1718	1	Command Chart > character move name	<r超|ちょう>ラッシュ	Super Rush			e2e:movesets	NA2_SLPS@0x45DDB0	NUN5_TEXTENG@0xD9F0	slot	32				
T1719	1	Command Chart > character move name	<r超|ちょう>スパイク	Super Spike			e2e:movesets	NA2_SLPS@0x45DDD0	NUN5_TEXTENG@0xDA00	slot	32				
T1720	1	Command Chart > character move name	<r超|ちょう>スタンプ	Super Stomp			e2e:movesets	NA2_SLPS@0x45DDF0	NUN5_TEXTENG@0xDA10	slot	32				
T1721	1	Command Chart > character move name	<r超|ちょう>シュート	Super Shot			e2e:movesets	NA2_SLPS@0x45DE10	NUN5_TEXTENG@0xDA20	slot	32				
T1722	1	Command Chart > character move name	<r超|ちょう>スロー	Super Throw			e2e:movesets	NA2_SLPS@0x45DE30	NUN5_TEXTENG@0xDA30	slot	32				
T1723	1	Command Chart > character move name	<r超|ちょう>アッパー	Super Uppercut			e2e:movesets	NA2_SLPS@0x45DE50	NUN5_TEXTENG@0xDA40	slot	32				
T1724	1	Command Chart > character move name	<r超|ちょう>ダイビング	Super Dive			e2e:movesets	NA2_SLPS@0x45DE70	NUN5_TEXTENG@0xDA50	slot	32				
T1725	1	Command Chart > character move name	<r超|ちょう>ブレスト	Super Chest			e2e:movesets	NA2_SLPS@0x45DE90	NUN5_TEXTENG@0xDA60	slot	32				
T1726	1	Command Chart > character move name	<r心乱身|しんらんしん>の<r術|じゅつ>	Mind Distraction Jutsu			e2e:movesets	NA2_SLPS@0x463CD0	NUN5_TEXTENG@0x4BE0	slot	48				
T1727	1	Command Chart > character move name	<r華憐四季彩|かれんしきさい>	Beautiful Seasons			e2e:jutsus|e2e:movesets	NA2_SLPS@0x463D00	NUN5_TEXTENG@0xDB50	slot	32				
T1728	1	Command Chart > character move name	<r彩|いろどり>のラベンダー	Colorful Lavender			e2e:movesets	NA2_SLPS@0x463D20	NUN5_TEXTENG@0xDB70	slot	32				
T1729	1	Command Chart > character move name	<r胸|むね>を<r刺|さ>すアロエ	Aloe Chest Stab			e2e:movesets	NA2_SLPS@0x463D40	NUN5_TEXTENG@0xDB90	slot	32				
T1730	1	Command Chart > character move name	ベゴニアの<r重圧|じゅうあつ>	Begonia Crush			e2e:movesets	NA2_SLPS@0x463D60	NUN5_TEXTENG@0xDBA0	slot	32				
T1731	1	Command Chart > character move name	<r嘆|なげ>きのライラック	Weeping Lilac			e2e:movesets	NA2_SLPS@0x463D80	NUN5_TEXTENG@0xDBB0	slot	32				
T1732	1	Command Chart > character move name	<r喜|よろこ>びのクレマチス	Joyful Clematis			e2e:movesets	NA2_SLPS@0x463DA0	NUN5_TEXTENG@0xDBC0	slot	32				
T1733	1	Command Chart > character move name	<r心浮|こころう>くポピー	Excited Poppy			e2e:movesets	NA2_SLPS@0x463DC0	NUN5_TEXTENG@0xDBD0	slot	32				
T1734	1	Command Chart > character move name	スターチスの<r一突|ひとつ>き	Statice Strike			e2e:movesets	NA2_SLPS@0x463DE0	NUN5_TEXTENG@0xDBE0	slot	32				
T1735	1	Command Chart > character move name	<r空|そら>に<r舞|ま>うナデシコ	Sky Dancing Dianthus			e2e:movesets	NA2_SLPS@0x463E00	NUN5_TEXTENG@0xDBF0	slot	32				
T1736	1	Command Chart > character move name	<r蝦蟇|ガマ>ドス<r斬|ざん>	Toad Blade Cut			e2e:movesets	NA2_SLPS@0x469000	NUN5_TEXTENG@0xDCD8	slot	32				
T1737	1	Command Chart > character move name	<r幕之討|まくのう>ち	Act Break			e2e:movesets	NA2_SLPS@0x469020	NUN5_TEXTENG@0xDCE8	slot	32				
T1738	1	Command Chart > character move name	<r足拍子|あしびょうし>	Beat Stomp			e2e:movesets	NA2_SLPS@0x469040	NUN5_TEXTENG@0xDCF8	slot	32				
T1739	1	Command Chart > character move name	<r壱番大誇|いちばんだいこ>	Act Call			e2e:movesets	NA2_SLPS@0x469060	NUN5_TEXTENG@0xDD08	slot	32				
T1740	1	Command Chart > character move name	<r針地蔵|はりじぞう>	Needle Jizo			e2e:movesets	NA2_SLPS@0x469080	NUN5_TEXTENG@0xDD18	slot	32				
T1741	1	Command Chart > character move name	<r飛拿弾|ひなだん>	Flying Palm Strike			e2e:movesets	NA2_SLPS@0x4690A0	NUN5_TEXTENG@0xDD30	slot	32				
T1742	1	Command Chart > character move name	<r口寄|くちよ>せ <r屋台落|やたいお>とし	Summoning: Body Slam			e2e:movesets	NA2_SLPS@0x4690C0	NUN5_TEXTENG@0xDD50	slot	48				
T1743	1	Command Chart > character move name	<r火遁|かとん>の<r術|じゅつ>	Fire Style Jutsu			e2e:movesets	NA2_SLPS@0x4690F0	NUN5_TEXTENG@0xDD70	slot	32				
T1744	1	Command Chart > character move name	<r彗叩|すいこう>	Comet Strike			e2e:movesets	NA2_SLPS@0x469110	NUN5_TEXTENG@0xDD88	slot	32				
T1745	1	Command Chart > character move name	<r筍掻突|しゅんそうとつ>	Scratch Thrust of the Bamboo Shoot			e2e:movesets	NA2_SLPS@0x469130	NUN5_TEXTENG@0xDDA0	slot	32			NA2_SLPS@0x469D88	
T1746	1	Command Chart > character move name	<r落葉槌|らくようつい>	Hammer of Falling Leaves			e2e:movesets	NA2_SLPS@0x469150	NUN5_TEXTENG@0xDDD0	slot	32				
T1747	1	Command Chart > character move name	<r雷底|らいてい>	The Depths of Lightning			e2e:movesets	NA2_SLPS@0x469170	NUN5_TEXTENG@0xDDF0	slot	32				
T1748	1	Command Chart > character move name	<r歳流掌|さいりゅうしょう>	Palm of the Passing Years			e2e:movesets	NA2_SLPS@0x469190	NUN5_TEXTENG@0xDE10	slot	32				
T1749	1	Command Chart > character move name	<r痛天脚|つうてんきゃく>・<r天帝|てんてい>	Heaven Kick of Pain: Lord of Hosts			e2e:movesets	NA2_SLPS@0x46E6A0	NUN5_TEXTENG@0xDEF0	slot	48				
T1750	1	Command Chart > character move name	<r天守脚|てんしゅきゃく>	Heaven Defending Kick			e2e:jutsus|e2e:movesets	NA2_SLPS@0x46E6D0	NUN5_TEXTENG@0xDF20	slot	32				
T1751	1	Command Chart > character move name	<r萩猪|はぎい>	Bush Clover Boar			e2e:movesets	NA2_SLPS@0x46E6F0	NUN5_TEXTENG@0xDF40	slot	16			NA2_SLPS@0x46F098	
T1752	1	Command Chart > character move name	<r雁金|かりがね>	Golden Goose			e2e:movesets	NA2_SLPS@0x46E700	NUN5_TEXTENG@0xDF58	slot	32				
T1753	1	Command Chart > character move name	<r薄月|うすづき>	Pampas Moon			e2e:movesets	NA2_SLPS@0x46E720	NUN5_TEXTENG@0xDF68	slot	32				
T1754	1	Command Chart > character move name	<r紅葉鹿|こうようか>	Deer of the Autumn Leaves			e2e:movesets	NA2_SLPS@0x46E740	NUN5_TEXTENG@0xDF80	slot	32				
T1755	1	Command Chart > character move name	<r杜若|とじゃく>	Iris			e2e:movesets	NA2_SLPS@0x46E760	NUN5_SLES@0x5141E0	slot	32				
T1756	1	Command Chart > character move name	<r鳳桐|ほうとう>	Paulownia Phoenix			e2e:movesets	NA2_SLPS@0x46E780	NUN5_TEXTENG@0xDFA0	slot	32				
T1757	1	Command Chart > character move name	<r竹雀|ちくしゃく>	Bamboo Sparrow			e2e:movesets	NA2_SLPS@0x46E7A0	NUN5_TEXTENG@0xDFB8	slot	32				
T1758	1	Command Chart > character move name	<r菊盃|きくさかずき>	Chrysanthemum Goblet			e2e:movesets	NA2_SLPS@0x46E7C0	NUN5_TEXTENG@0xDFD0	slot	32				
T1759	1	Command Chart > character move name	<r暴猪|あばれしし>	Unruly Boar			e2e:movesets	NA2_SLPS@0x46E7E0	NUN5_TEXTENG@0xDFE8	slot	32				
T1760	1	Command Chart > character move name	<r花柳|はなやなぎ>	Flower Willow			e2e:movesets	NA2_SLPS@0x46E800	NUN5_TEXTENG@0xDFF8	slot	24				
T1761	1	Command Chart > character move name	<r月鹿|げっか>	Deer of the Moon			e2e:movesets	NA2_SLPS@0x46E818	NUN5_TEXTENG@0xE010	slot	24				
T1762	1	Command Chart > character move name	<r梅鶯|おうよう>	Plum Warbler			e2e:movesets	NA2_SLPS@0x46E830	NUN5_TEXTENG@0xE028	slot	32				
T1763	1	Command Chart > character move name	<r痛天脚|つうてんきゃく>	Heaven Kick of Pain			e2e:movesets	NA2_SLPS@0x46E850	NUN5_TEXTENG@0x3B90	slot	32				
T1764	1	Command Chart > character move name	<r藤杜鵑|とうとけん>	Wisteria Cuckoo			e2e:movesets	NA2_SLPS@0x46E870	NUN5_TEXTENG@0xE040	slot	32				
T1765	1	Command Chart > character move name	<r桜幕|さくらまく>	Curtain of Cherry Blossoms			e2e:movesets	NA2_SLPS@0x46E890	NUN5_TEXTENG@0xE050	slot	32				
T1766	1	Command Chart > character move name	<r仕込|しこ>み<r千本|せんぼん>・<r刺散|しさん>	Hidden Senbon Spray			e2e:movesets	NA2_SLPS@0x474110	NUN5_TEXTENG@0xE140	slot	48				
T1767	1	Command Chart > character move name	<r忍法|にんぽう>・<r毒霧|どくきり>	Ninja Art: Poison Fog			e2e:jutsus|e2e:movesets	NA2_SLPS@0x474140	NUN5_TEXTENG@0xE160	slot	48				
T1768	1	Command Chart > character move name	<r掌波|しょうは>	Palm Wave			e2e:movesets	NA2_SLPS@0x474170	NUN5_TEXTENG@0xE178	slot	24				
T1769	1	Command Chart > character move name	<r連刃|れんば>	Combo Blade			e2e:movesets	NA2_SLPS@0x474188	NUN5_TEXTENG@0xE188	slot	24				
T1770	1	Command Chart > character move name	<r刺脚|しきゃく>	Stabbing Kick			e2e:movesets	NA2_SLPS@0x4741A0	NUN5_TEXTENG@0xE198	slot	32				
T1771	1	Command Chart > character move name	<r凛針|りんしん>	Piercing Needles			e2e:movesets	NA2_SLPS@0x4741C0	NUN5_TEXTENG@0xE1B0	slot	32				
T1772	1	Command Chart > character move name	<r千本|せんぼん>	Senbon			e2e:movesets	NA2_SLPS@0x4741E0	NUN5_SLES@0x5141E8	slot	32				
T1773	1	Command Chart > character move name	<r受劈|じゅへき>	Cleaving			e2e:movesets	NA2_SLPS@0x474200	NUN5_TEXTENG@0xE1C8	slot	32				
T1774	1	Command Chart > character move name	<r突針|とっしん>	Thrusting Needles			e2e:movesets	NA2_SLPS@0x474220	NUN5_TEXTENG@0xE1E0	slot	32				
T1775	1	Command Chart > character move name	<r流刃|りゅうば>	Flowing Blade			e2e:movesets	NA2_SLPS@0x474240	NUN5_TEXTENG@0xB258	slot	32				
T1776	1	Command Chart > character move name	<r昇刃|しょうば>	Rising Blade			e2e:movesets	NA2_SLPS@0x474260	NUN5_TEXTENG@0xE1F8	slot	32				
T1777	1	Command Chart > character move name	<r旋刃|せんじん>	Kunai Combo			e2e:movesets	NA2_SLPS@0x474280	NUN5_TEXTENG@0xE208	slot	32				
T1778	1	Command Chart > character move name	<r掌尖|しょうせん>	Sharp Palm			e2e:movesets	NA2_SLPS@0x4742A0	NUN5_TEXTENG@0xE218	slot	32				
T1779	1	Command Chart > character move name	<r輪落|りんらく>	Wheel Drop			e2e:movesets	NA2_SLPS@0x4742C0	NUN5_TEXTENG@0xE228	slot	24				
T1780	1	Command Chart > character move name	<r浮刃|ふじん>	Floating Blade			e2e:movesets	NA2_SLPS@0x4742D8	NUN5_TEXTENG@0xE238	slot	24				
T1781	1	Command Chart > character move name	<r転斬|てんざん>	Rolling Slash			e2e:movesets	NA2_SLPS@0x4742F0	NUN5_TEXTENG@0xE248	slot	32				
T1782	1	Command Chart > character move name	<r狼牙伐錐|ろうがばっすい>	Wolf Fang Drill			e2e:movesets	NA2_SLPS@0x479A10	NUN5_TEXTENG@0xE330	slot	32				
T1783	1	Command Chart > character move name	<r飛燕|ひえん>・<r空穿|くうせん>	Flying Swallow Thrust			e2e:movesets	NA2_SLPS@0x479A30	NUN5_TEXTENG@0xE340	slot	48				
T1784	1	Command Chart > character move name	<r暴風粋|ぼうふういき>	Wild Wind			e2e:movesets	NA2_SLPS@0x479A60	NUN5_TEXTENG@0xE358	slot	32				
T1785	1	Command Chart > character move name	<r青嵐|あおあらし>	Blue Storm			e2e:movesets	NA2_SLPS@0x479A80	NUN5_TEXTENG@0xE368	slot	24				
T1786	1	Command Chart > character move name	<r東風|こち>	Eastern Storm			e2e:movesets	NA2_SLPS@0x479A98	NUN5_TEXTENG@0xE378	slot	16				
T1787	1	Command Chart > character move name	<r颪|おろし>	Fall Wind			e2e:movesets	NA2_SLPS@0x479AA8	NUN5_TEXTENG@0xE388	slot	24				
T1788	1	Command Chart > character move name	<r韋駄天台風|いだてんたいふう>	Skanda Typhoon			e2e:movesets	NA2_SLPS@0x479AC0	NUN5_TEXTENG@0xE398	slot	32				
T1789	1	Command Chart > character move name	<r雁渡|かりわたし>	Migrating Goose			e2e:movesets	NA2_SLPS@0x479AE0	NUN5_TEXTENG@0xE3B0	slot	24				
T1790	1	Command Chart > character move name	<r山背|やませ>	Yamashiro			e2e:movesets	NA2_SLPS@0x479AF8	NUN5_TEXTENG@0xE3C0	slot	24				
T1791	1	Command Chart > character move name	<r木枯|こがら>し	Autumn Wind			e2e:movesets	NA2_SLPS@0x479B10	NUN5_TEXTENG@0xE3D0	slot	32				
T1792	1	Command Chart > character move name	<r黒南風|くろはえ>	Black Southern Wind			e2e:movesets	NA2_SLPS@0x479B30	NUN5_TEXTENG@0xE3E0	slot	32				
T1793	1	Command Chart > character move name	<r小夜嵐|さよあらし>	Little Night Storm			e2e:movesets	NA2_SLPS@0x479B50	NUN5_TEXTENG@0xE400	slot	24				
T1794	1	Command Chart > character move name	<r風巻|しまき>	Rolling Wind			e2e:movesets	NA2_SLPS@0x479B68	NUN5_TEXTENG@0xE418	slot	24				
T1795	1	Command Chart > character move name	<r天狗風|てんぐかぜ>	Tengu Wind			e2e:movesets	NA2_SLPS@0x479B80	NUN5_TEXTENG@0xE428	slot	24				
T1796	1	Command Chart > character move name	<r比良|ひら>	Hira			e2e:movesets	NA2_SLPS@0x479B98	NUN5_SLES@0x5141F0	slot	24				
T1797	1	Command Chart > character move name	<r幻術|げんじゅつ>　<r蜃気楼|しんきろう>	Genjutsu: Mirage			e2e:movesets	NA2_SLPS@0x47ED10	NUN5_TEXTENG@0xE500	slot	48				
T1798	1	Command Chart > character move name	<r幻術|げんじゅつ>　<r霞|かすみ>	Genjutsu: Haze			e2e:movesets	NA2_SLPS@0x47ED40	NUN5_TEXTENG@0xE518	slot	48				
T1799	1	Command Chart > character move name	<r誘紅寿|そうこうじゅ>	Scarlet Invitation			e2e:movesets	NA2_SLPS@0x47ED70	NUN5_TEXTENG@0xE530	slot	32				
T1800	1	Command Chart > character move name	<r杏咲垂|あんしょうすい>	Drooping Apricot Bloom			e2e:movesets	NA2_SLPS@0x47ED90	NUN5_TEXTENG@0xE550	slot	32				
T1801	1	Command Chart > character move name	<r枝垂|しだ>れ<r華|ばな>	Drooping Flower			e2e:movesets	NA2_SLPS@0x47EDB0	NUN5_TEXTENG@0xE570	slot	32				
T1802	1	Command Chart > character move name	<r紅葉夢|こうようむ>	Red Leaf Dream			e2e:movesets	NA2_SLPS@0x47EDD0	NUN5_TEXTENG@0xE580	slot	32				
T1803	1	Command Chart > character move name	<r花卉舞踊|かきぶよう>	Flower Dance			e2e:movesets	NA2_SLPS@0x47EDF0	NUN5_TEXTENG@0xE590	slot	32				
T1804	1	Command Chart > character move name	<r三彩|さんさい>	Triple Brilliance 			e2e:movesets	NA2_SLPS@0x47EE10	NUN5_TEXTENG@0xE5A0	slot	32				
T1805	1	Command Chart > character move name	<r香咲彩|かしょうさい>	Blooming Scent Brilliance			e2e:movesets	NA2_SLPS@0x47EE30	NUN5_TEXTENG@0xE5C0	slot	32				
T1806	1	Command Chart > character move name	<r延髄切|えんずいぎ>り	Medullary Cut			e2e:movesets	NA2_SLPS@0x47EE50	NUN5_TEXTENG@0xE5E0	slot	32				
