id	enabled	display_context	source	donor	prefix	replacement	display_basis	source_ref	donor_ref	mode	capacity	transform	arguments	reference_refs	parent_mapping_id
T602	1	Collection > Figures > character animation title	<r痛天脚|つうてんきゃく>	Heaven Kick			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26C00	NUN5_TEXTENG@0x60F8	slot	32				
T603	1	Collection > Figures > character animation title	お<r世話係|せわかか>り	Helper Role			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26C40	NUN5_TEXTENG@0x3BC8	slot	24				
T604	1	Collection > Figures > character animation title	<r突撃|とつげき>！	Attack!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26C70	NUN5_SLES@0x514098	slot	24				
T605	1	Collection > Figures > character animation title	うんうん	Uh-huh			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26C98	NUN5_SLES@0x5140A8	slot	16				
T606	1	Collection > Figures > character animation title	<r跳躍|ちょうやく>！	Jump!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26CC0	NUN5_SLES@0x5140B0	slot	24				
T607	1	Collection > Figures > character animation title	<r木遁|もくとん>・<r木錠壁|もくじょうへき>	Wood Style: Domed Wall			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26CF0	NUN5_TEXTENG@0x3C20	slot	48				
T608	1	Collection > Figures > character animation title	<r不敵|ふてき>な<r笑|え>み	Fearless Laugh			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26D30	NUN5_TEXTENG@0x3C48	slot	32				
T609	1	Collection > Figures > character animation title	<r脅威|きょうい>の<r存在|そんざい>	Menacing Presence			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26DA0	NUN5_TEXTENG@0x3CB0	slot	40				
T610	1	Collection > Figures > character animation title	<r大蛇丸|オロチまる>への<r忠誠|ちゅうせい>	Loyalty to Orochimaru			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26DE0	NUN5_TEXTENG@0x3CE0	slot	48				
T611	1	Collection > Figures > character animation title	あーあ…	Aww...			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26E20	NUN5_SLES@0x5140C8	slot	16				
T612	1	Collection > Figures > character animation title	ストック	Stock			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26E40	NUN5_TEXTENG@0x8C5	slot	16				
T613	1	Collection > Figures > character animation title	<r冷|つめ>たい<r視線|しせん>	Cold Gaze			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26E60	NUN5_TEXTENG@0x3D28	slot	32				
T614	1	Collection > Figures > character animation title	<r草薙|くさなぎ>の<r剣|つるぎ>！	Sword of Kusanagi!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26E90	NUN5_TEXTENG@0x3D50	slot	40				
T615	1	Collection > Figures > character animation title	<r千鳥|ちどり>	Chidori			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26EC8	NUN5_TEXTENG@0x49D8	slot	28				
T616	1	Collection > Figures > character animation title	ふー…	Hmph...			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x507058	NUN5_SLES@0x513FB0	slot	8				
T617	1	Collection > Figures > character animation title	さて…	Now then...			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x5070A8	NUN5_TEXTENG@0x3798	slot	8			NA2_ETC@0x27894	
T618	1	Collection > Figures > character animation title	エヘヘ	Heh Heh			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x507110	NUN5_SLES@0x514090	slot	8				
T619	1	Collection > Movie list > scene title	<r紅班勢揃|くれないはんせいぞろ>い	Team Kurenai Unites			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2d950	NUN5_TEXTENG@0x3d80	slot	40				
T620	1	Collection > Movie list > scene title	いのシカチョウトリオ	The Boar-Deer-Butterfly Trio			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2D9D0	NUN5_TEXTENG@0x3DA0	slot	24			NA2_ETC@0x2E0FC	
T621	1	Collection > Movie list > scene title	ナルトの<r帰郷|ききょう>	Naruto Returns Home			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2da30	NUN5_TEXTENG@0x3dc0	slot	32				
T622	1	Collection > Movie list > scene title	<r風影|かぜかげ>の<r闘|たたか>い	Battle of the Kazekage			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2da70	NUN5_TEXTENG@0x3de0	slot	40				
T623	1	Collection > Movie list > scene title	<r木|こ>ノ<r葉|は>の<r白|しろ>い<r牙|きば>！？	White Fang of the Leaf!?			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2dae0	NUN5_TEXTENG@0x3e00	slot	48				
T624	1	Collection > Movie list > scene title	“<r暁|あかつき>”の<r目的|もくてき>	Akatsuki's Scheme			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2db80	NUN5_TEXTENG@0x3e20	slot	40				
T625	1	Collection > Movie list > scene title	<r傀儡師|くぐつし>の<r激闘|げきとう>	Fierce Puppetmaster Battle			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2dc30	NUN5_TEXTENG@0x3e40	slot	40				
T626	1	Collection > Movie list > scene title	<r突然|とつぜん>の<r襲撃|しゅうげき>！	A Sudden Assault!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2dca0	NUN5_TEXTENG@0x3e60	slot	40				
T627	1	Collection > Movie list > scene title	<r人外|じんがい>の<r闘|たたか>い	Outcast Battle			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2de70	NUN5_TEXTENG@0x3e88	slot	40				
T628	1	Collection > Movie list > scene title	<r運命|うんめい>の<r再会|さいかい>	Fateful Reunion			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2df50	NUN5_TEXTENG@0x3ea0	slot	40				
T629	1	Collection > Movie list > scene title	<r漆黒|しっこく>に<r浮|う>かぶ<r影|かげ>	The Pitch-Black Shadow			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2dff0	NUN5_TEXTENG@0x3eb0	slot	48				
T630	1	Collection > Movies > movie title	<ruby再会|さいかい>の<ruby時|とき>・<ruby壱|いち>	Reunion Time I			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x2FFBA0	NUN5_TEXTENG@0x28930	slot	64				
T631	1	Collection > Movies > movie title	<ruby封印術|ふういんじゅつ>・<ruby幻龍九封尽|げんりゅうきゅうふうじん>	Sealing Jutsu: Nine Phantom Dragons			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x2ffbe0	NUN5_TEXTENG@0x28670	slot	80				
T632	1	Collection > Movies > movie title	<ruby常闇|とこやみ>の<ruby者|もの>たち	People of Endless Darkness			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x2ffc30	NUN5_TEXTENG@0x287d0	slot	48				
T633	1	Collection > Movies > movie title	<ruby忍法|にんぽう>・<ruby超獣偽画|ちょうじゅうぎが>	Ninja Art: Beast Scroll Replicas			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x2ffc60	NUN5_TEXTENG@0x3100	slot	64				
T634	1	Collection > Movies > movie title	<ruby第四|だいよん>の<ruby覚醒|かくせい>	Fourth Awakened Mode			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x2ffca0	NUN5_TEXTENG@0x28940	slot	48				
T635	1	Collection > Movies > movie title	<ruby再会|さいかい>の<ruby時|とき>・<ruby弐|に>	Reunion Time II			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x2ffcd0	NUN5_TEXTENG@0x28960	slot	48				
T636	1	Collection > Movies > movie title	スタッフロール	Credits			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x2ffd00	NUN5_SLES@0x514928	slot	28				
T637	1	Collection > Music > track title	<r木|こ>ノ<r葉|は><r隠|がく>れの<r里|さと>	Hidden Leaf			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B2E0	NUN5_TEXTENG@0x1CC18	slot	48				
T638	1	Collection > Music > track title	<r木|こ>ノ<r葉|は>の<r門|もん>	Leaf Gate			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B310	NUN5_TEXTENG@0x2C67	slot	32				
T639	1	Collection > Music > track title	<r五封結界|ごふうけっかい>の<r崖|がけ>	Five-Seal Barrier Cliff			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B330	NUN5_TEXTENG@0x2C80	slot	48				
T640	1	Collection > Music > track title	<r暁|あかつき>のアジト	Akatsuki Hideout			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B360	NUN5_TEXTENG@0x2CA0	slot	32				
T641	1	Collection > Music > track title	<r根|ね>の<r本部|ほんぶ>	Foundation's Hideout			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B380	NUN5_TEXTENG@0x2CC0	slot	32				
T642	1	Collection > Music > track title	<r天地橋|てんちきょう>	Tenchi Bridge			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B3A0	NUN5_TEXTENG@0x2CD8	slot	32				
T643	1	Collection > Music > track title	<r大蛇丸|オロチまる>のアジト	Orochimaru's Hideout			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B3C0	NUN5_TEXTENG@0x2CF0	slot	32				
T644	1	Collection > Music > track title	<r大蛇|だいじゃ>の<r祭壇|さいだん>	Altar of Orochi			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B3E0	NUN5_TEXTENG@0x2D10	slot	48				
T645	1	Collection > Music > track title	<r賑|にぎ>わいの<r里|さと>	Busy Village			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B410	NUN5_TEXTENG@0x2D20	slot	32				
T646	1	Collection > Music > track title	<r火影|ほかげ>の<r屋敷|やしき>	The Hokage's Mansion			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B430	NUN5_TEXTENG@0x2D30	slot	32				
T647	1	Collection > Music > track title	<r世界|せかい>を<r駆|か>ける	Travel the World			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B450	NUN5_TEXTENG@0x2D50	slot	32				
T648	1	Collection > Music > track title	<r砂隠|すながく>れの<r里|さと>	The Hidden Sand Village			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B470	NUN5_TEXTENG@0x2D70	slot	32				
T649	1	Collection > Music > track title	<r邪傑|じゃけつ>の<r巣穴|すあな>	Jaketsu's Lair			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B490	NUN5_TEXTENG@0x2D88	slot	48				
T650	1	Collection > Music > track title	<r赤雲|せきうん>	Red Clouds			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B4C0	NUN5_TEXTENG@0x2D98	slot	32				
T651	1	Collection > Music > track title	<r激戦|げきせん>を<r越|こ>えて	Surviving a Fierce Battle			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B4E0	NUN5_TEXTENG@0x2DB0	slot	32				
T652	1	Collection > Music > track title	カカシ<r道場|どうじょう>	Kakashi Dojo			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B500	NUN5_TEXTENG@0x2DD0	slot	32				
T653	1	Collection > Music > track title	やすらぎと<r再会|さいかい>と	Tranquility and Reunion			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B520	NUN5_TEXTENG@0x2DE0	slot	32				
T654	1	Collection > Music > track title	<r暗雲|あんうん><r来|きた>る	Dark Clouds on the Horizon			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B540	NUN5_TEXTENG@0x2E00	slot	32				
T655	1	Collection > Music > track title	<r風影|かぜかげ><r襲撃|しゅうげき>	Kazekage being attacked			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B560	NUN5_TEXTENG@0x2E20	slot	48				
T656	1	Collection > Music > track title	<r緊急指令|きんきゅうしれい>	Emergency Order			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B590	NUN5_TEXTENG@0x2E40	slot	32				
T657	1	Collection > Music > track title	<r走|はし>る<r緊迫|きんぱく>	Building Tension			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B5B0	NUN5_TEXTENG@0x2E50	slot	32				
T658	1	Collection > Music > track title	<r恐|おそ>ろしき<r怪人|かいじん>	Fearsome Demon			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B5D0	NUN5_TEXTENG@0x2E68	slot	48				
T659	1	Collection > Music > track title	<r真紅|しんく>の<r激闘|げきとう>	Crimson Battle			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B600	NUN5_TEXTENG@0x2E78	slot	48				
T660	1	Collection > Music > track title	<r闇|やみ>を<r抱|いだ>きし<r者|もの>たち	Those Who Embrace the Darkness			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B630	NUN5_TEXTENG@0x2E90	slot	48				
T661	1	Collection > Music > track title	<r虚|うつ>ろ<r消|き>えゆく<r世界|せかい>	An Ephemeral World			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B660	NUN5_TEXTENG@0x2EB0	slot	48				
T662	1	Collection > Music > track title	<r絆|きずな>	Bonds			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B690	NUN5_TEXTENG@0x15D8D	slot	16				
T663	1	Collection > Music > track title	<r偽|いつわ>りの<r存在|そんざい>	An Impostor			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B6A0	NUN5_TEXTENG@0x2EC8	slot	48				
T664	1	Collection > Music > track title	<r最凶|さいきょう>の<r傀儡師|くぐつし>	Evil Puppetmaster			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B6D0	NUN5_TEXTENG@0x2EE0	slot	48				
T665	1	Collection > Music > track title	<r決意|けつい><r固|かた>めて	Strong Determination			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B700	NUN5_TEXTENG@0x2F00	slot	32				
T666	1	Collection > Music > track title	サクラ<r舞|ま>う	Sakura's Dance			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B720	NUN5_TEXTENG@0x2F18	slot	32				
T667	1	Collection > Music > track title	<r猛|た>け<r吼|ほ>ゆる<r者|もの>	The Wild 			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B740	NUN5_TEXTENG@0x2F28	slot	48				
T668	1	Collection > Music > track title	<r願|ねが>い…<r空|そら>に<r舞|ま>いて	Wish... Dance on the Clouds			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B770	NUN5_TEXTENG@0x2F40	slot	48				
T669	1	Collection > Music > track title	<r新生|しんせい>の<r一斑|いっぱん>	The New Squad 1			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B7A0	NUN5_TEXTENG@0x2F60	slot	48				
T670	1	Collection > Music > track title	<r碧|あお>き<r背中|せなか>	Blue Silhouette			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B7D0	NUN5_TEXTENG@0x2F70	slot	32				
T671	1	Collection > Music > track title	<r巨悪現|きょあくあらわ>る	Great Evil Appears			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B7F0	NUN5_TEXTENG@0x2F82	slot	32				
T672	1	Collection > Music > track title	<r荒|あ>れ<r狂|くる>う<r獣|けもの>	The Crazed Beast			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B810	NUN5_TEXTENG@0x2FA0	slot	48				
T673	1	Collection > Music > track title	<r切迫|せっぱく>の<r二人|ふたり>	The Imminent Duel			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B840	NUN5_TEXTENG@0x2FC0	slot	48				
T674	1	Collection > Music > track title	<r帰|かえ>るべき<r場所|ばしょ>へ	A Place to Call Home			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B870	NUN5_TEXTENG@0x2FE0	slot	40				
T675	1	Collection > Music > track title	オルゴール	Music Box			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2B898	NUN5_TEXTENG@0x2FF8	slot	28				
T676	1	Collection > quit confirmation	<color080860>コレクション<color000000>を<r終了|しゅうりょう>しますか？	<BLACK>Quit <color080860>%1<BLACK>?			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x24F50	NUN5_TEXTENG@0x750	slot	72	format_literal_arg1	arg1=Collection		
T677	1	Collection > Voice > character voice title	<r悲|かな>しみと<r怒|いか>り	Sadness and Rage			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BB60	NUN5_TEXTENG@0x1E80	slot	32				
T678	1	Collection > Voice > character voice title	ナルトの<r決意|けつい>	Naruto's Resolve			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BB80	NUN5_TEXTENG@0x28860	slot	32				
T679	1	Collection > Voice > character voice title	<r激情|げきじょう>	Passion			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BBA0	NUN5_TEXTENG@0x4AA9	slot	32				
T680	1	Collection > Voice > character voice title	<r二人|ふたり>の<r繋|つな>がり	The Bond Between Us			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BBC0	NUN5_TEXTENG@0x1EC0	slot	32				
T681	1	Collection > Voice > character voice title	<r再会|さいかい>…そして…	Reunion, and then...			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BBE0	NUN5_TEXTENG@0x1EE0	slot	32				
T682	1	Collection > Voice > character voice title	サクラの<r約束|やくそく>	Sakura's Promise			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BC00	NUN5_TEXTENG@0x1F00	slot	32				
T683	1	Collection > Voice > character voice title	<r決意|けつい>	Resolve			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BC20	NUN5_TEXTENG@0x28869	slot	16				
T684	1	Collection > Voice > character voice title	<r負|ま>けん<r気|き>	Never Give Up			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BC30	NUN5_TEXTENG@0x1F28	slot	24				
T685	1	Collection > Voice > character voice title	ナルトのために	For Naruto			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BC48	NUN5_TEXTENG@0x1F38	slot	24				
T686	1	Collection > Voice > character voice title	いつも<r通|どお>り	Just Like Always			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BC60	NUN5_TEXTENG@0x1F50	slot	32				
T687	1	Collection > Voice > character voice title	<r初|はじ>めての<r一言|ひとこと>	The First Word			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BC80	NUN5_TEXTENG@0x1F68	slot	48				
T688	1	Collection > Voice > character voice title	<r狙|ねら>ったキャラ<r位置|いち>	That's What I'm Going For			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BCB0	NUN5_TEXTENG@0x1F80	slot	48				
T689	1	Collection > Voice > character voice title	<r冷|つめ>たい<r言葉|ことば>	Cold Words			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BCE0	NUN5_TEXTENG@0x1FA0	slot	32				
T690	1	Collection > Voice > character voice title	<r感情|かんじょう>	Emotion			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BD00	NUN5_SLES@0x513F28	slot	32				
T691	1	Collection > Voice > character voice title	<r確|たし>かめたいもの	Something I Want to Know			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BD20	NUN5_TEXTENG@0x1FB0	slot	32				
T692	1	Collection > Voice > character voice title	カカシの<r本気|ほんき>	Kakashi's Seriousness			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BD40	NUN5_TEXTENG@0x1FD0	slot	32				
T693	1	Collection > Voice > character voice title	<r成長|せいちょう>への<r喜|よろこ>び	Joy of Growth			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BD60	NUN5_TEXTENG@0x1FF4	slot	48				
T694	1	Collection > Voice > character voice title	ナルトの<r気持|きも>ち・<r壱|いち>	Naruto's Feelings: 1			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BD90	NUN5_TEXTENG@0x2010	slot	48				
T695	1	Collection > Voice > character voice title	ナルトの<r気持|きも>ち・<r弐|に>	Naruto's Feelings: 2			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BDC0	NUN5_TEXTENG@0x2030	slot	48				
T696	1	Collection > Voice > character voice title	<r正|ただ>しき<r道|みち>へ	The Path of Righteousness			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BDF0	NUN5_TEXTENG@0x2050	slot	32				
T697	1	Collection > Voice > character voice title	“<r暁|あかつき>”を<r前|まえ>に	Before Akatsuki			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BE10	NUN5_TEXTENG@0x2070	slot	48				
T698	1	Collection > Voice > character voice title	<r偽者|にせもの>との<r遭遇|そうぐう>	Encounter with a Fake			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BE40	NUN5_TEXTENG@0x2080	slot	48				
T699	1	Collection > Voice > character voice title	<r勝利|しょうり>の<r確信|かくしん>	Belief in Victory			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BE70	NUN5_TEXTENG@0x20A0	slot	48				
T700	1	Collection > Voice > character voice title	<r近距離戦|きんきょりせん>	Close Combat			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BEA0	NUN5_TEXTENG@0x20B8	slot	32				
T701	1	Collection > Voice > character voice title	<r揺|ゆ>るぎない<r自信|じしん>	Steady Confidence			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BEC0	NUN5_TEXTENG@0x20D0	slot	32				
T702	1	Collection > Voice > character voice title	<r修業不足|しゅぎょうぶそく>？	Short on Training?!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BEE0	NUN5_TEXTENG@0x20F0	slot	32				
T703	1	Collection > Voice > character voice title	<r勝利|しょうり>！	Victory!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BF00	NUN5_TEXTENG@0x2108	slot	32				
T704	1	Collection > Voice > character voice title	<r真剣勝負|しんけんしょうぶ>！	A Serious Duel!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BF20	NUN5_TEXTENG@0x2120	slot	32				
T705	1	Collection > Voice > character voice title	<r青春|せいしゅん>とは！	Youth is...!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BF40	NUN5_TEXTENG@0x2130	slot	32				
T706	1	Collection > Voice > character voice title	<r感激|かんげき>！	Admiration!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BF60	NUN5_TEXTENG@0x2140	slot	32				
T707	1	Collection > Voice > character voice title	つっこみ<r役|やく>	Punchline			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BF80	NUN5_TEXTENG@0x2150	slot	32				
T708	1	Collection > Voice > character voice title	テンテンの<r自信|じしん>	Tenten's Confidence			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BFA0	NUN5_TEXTENG@0x2160	slot	32				
T709	1	Collection > Voice > character voice title	<r勝負開始|しょうぶかいし>	The Match Begins			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BFC0	NUN5_TEXTENG@0x2190	slot	32				
T710	1	Collection > Voice > character voice title	ちょっと<r感心|かんしん>	A Little Impressed			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2BFE0	NUN5_TEXTENG@0x21B0	slot	32				
T711	1	Collection > Voice > character voice title	<r川|かわ>の<r国|くに>へ！！	To the Land of Rivers!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C000	NUN5_TEXTENG@0x21D0	slot	32				
T712	1	Collection > Voice > character voice title	<r獣|けもの>レベル…？	The Level of a Beast...?			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C020	NUN5_TEXTENG@0x21F0	slot	32				
T713	1	Collection > Voice > character voice title	<r高揚|こうよう>する<r心|こころ>！！	Exhilarated Heart!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C040	NUN5_TEXTENG@0x2230	slot	40				
T714	1	Collection > Voice > character voice title	さすがオレ！！	I'm Awesome!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C068	NUN5_TEXTENG@0x2248	slot	24				
T715	1	Collection > Voice > character voice title	<r謎|なぞ>の<r忍現|しのびあらわ>る	Mysterious Ninja			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C080	NUN5_TEXTENG@0x28820	slot	40				
T716	1	Collection > Voice > character voice title	やはりシカマル	It's Shikamaru			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C0A8	NUN5_TEXTENG@0x2278	slot	24				
T717	1	Collection > Voice > character voice title	<r面倒|めんどう>くささ<r満点|まんてん>	The Biggest Drag			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C0C0	NUN5_TEXTENG@0x2290	slot	48				
T718	1	Collection > Voice > character voice title	<r男|おとこ>の<r意地|いじ>	A Man's Pride			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C0F0	NUN5_TEXTENG@0x22A8	slot	32				
T719	1	Collection > Voice > character voice title	<r明晰|めいせき>な<r頭脳|ずのう>	A Bright Mind			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C110	NUN5_TEXTENG@0x22B8	slot	48				
T720	1	Collection > Voice > character voice title	ポッチャリ<r系|けい>	Tubby			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C140	NUN5_SLES@0x513F30	slot	32				
T721	1	Collection > Voice > character voice title	<r強力|ごうりき>チョウジ	Powerful Choji			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C160	NUN5_TEXTENG@0x22C8	slot	32				
T722	1	Collection > Voice > character voice title	シカマルとの<r連係|れんけい>	Team With Shikamaru			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C180	NUN5_TEXTENG@0x22E0	slot	32				
T723	1	Collection > Voice > character voice title	<r準備万端|じゅんびばんたん>	Well Prepared			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C1A0	NUN5_TEXTENG@0x22F8	slot	32				
T724	1	Collection > Voice > character voice title	<r旧知|きゅうち>の<r仲|なか>	An Old Friend			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C1C0	NUN5_TEXTENG@0x2308	slot	32				
T725	1	Collection > Voice > character voice title	いの<r登場|とうじょう>	Ino Appears			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C1E0	NUN5_TEXTENG@0x2318	slot	32				
T726	1	Collection > Voice > character voice title	<r久々|ひさびさ>の<r対面|たいめん>	A Rare Meeting			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C200	NUN5_TEXTENG@0x2328	slot	48				
T727	1	Collection > Voice > character voice title	サクラと<r共闘|きょうとう>？	A Shared Cause With Sakura?			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C230	NUN5_TEXTENG@0x2340	slot	32				
T728	1	Collection > Voice > character voice title	チョウジと<r連係|れんけい>	Team With Choji			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C250	NUN5_TEXTENG@0x2360	slot	32				
T729	1	Collection > Voice > character voice title	<r自信満々|じしんまんまん>	Full of Confidence			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2C270	NUN5_TEXTENG@0x2370	slot	32				
