id	display_context	source	donor	prefix	replacement	display_basis	source_ref	donor_ref	mode	capacity	transform	arguments	reference_refs	parent_mapping_id	legacy_ids
T1597	Command Chart > character move name	<r不知火打|しらぬいうち>					NA2_SLPS@0x434DE0		slot	32					M1618
T1598	Command Chart > character move name	<r朱露|あけのつゆ>					NA2_SLPS@0x434E00		slot	32					M1619
T1599	Command Chart > character move name	<r射鳴爪|いなりづめ>					NA2_SLPS@0x434E20		slot	32					M1620
T1600	Command Chart > character move name	<r付喪薙|つくもなぎ>					NA2_SLPS@0x434E40		slot	32					M1621
T1601	Command Chart > character move name	<r白面砲撃|はくめんほうげき>					NA2_SLPS@0x434E60		slot	32					M1622
T1602	Command Chart > character move name	<r裂尾荒|れつびこう>					NA2_SLPS@0x434E80		slot	32					M1623
T1603	Command Chart > character move name	<r玉藻前|たまものまえ>					NA2_SLPS@0x434EA0		slot	32					M1624
T1604	Command Chart > character move name	<r降纏突|こうてんつき>					NA2_SLPS@0x434EC0		slot	32					M1625
T1605	Command Chart > character move name	<r飯綱束|いづなづか>					NA2_SLPS@0x434EE0		slot	32					M1626
T1606	Command Chart > character move name	<r空孤繰|くうこくり>					NA2_SLPS@0x434F00		slot	32					M1627
T1607	Command Chart > character move name	<r強襲裂刃|きょうしゅうれっぱ>					NA2_SLPS@0x43A690		slot	32					M1628
T1608	Command Chart > character move name	<r赤秘技|あかひぎ>・<r百機|ひゃっき>の<r操演|そうえん>					NA2_SLPS@0x43A6B0		slot	64					M1629
T1609	Command Chart > character move name	<r操己昇脚|そうこしょうきゃく>					NA2_SLPS@0x43A6F0		slot	32					M1630
T1610	Command Chart > character move name	<r操己深進|そうこしんしん>					NA2_SLPS@0x43A710		slot	32					M1631
T1611	Command Chart > character move name	<r操己翻刃|そうこほんじん>					NA2_SLPS@0x43A730		slot	32					M1632
T1612	Command Chart > character move name	<r操己炎憮|そうこえんぶ>					NA2_SLPS@0x43A750		slot	32					M1633
T1613	Command Chart > character move name	<r炎龍昇刃|えんりゅうしょうじん>					NA2_SLPS@0x43A770		slot	48					M1634
T1614	Command Chart > character move name	<r炎獄憮陣|えんごくぶじん>					NA2_SLPS@0x43A7A0		slot	32					M1635
T1615	Command Chart > character move name	<r強襲浮刃|きょうしゅうふじん>					NA2_SLPS@0x43A7C0		slot	32					M1636
T1616	Command Chart > character move name	<r寄人背蹴|きじんせしゅう>					NA2_SLPS@0x43A7E0		slot	32					M1637
T1617	Command Chart > character move name	<r強襲昇刃|きょうしゅうしょうじん>					NA2_SLPS@0x43A800		slot	48					M1638
T1618	Command Chart > character move name	<r強襲墜劇|きょうしゅうついげき>					NA2_SLPS@0x43A830		slot	48					M1639
T1619	Command Chart > character move name	<r行自背蹴|あんじせしゅう>					NA2_SLPS@0x43A860		slot	32					M1640
T1620	Command Chart > character move name	<r強襲刺刃|きょうしゅうしじん>					NA2_SLPS@0x43A880		slot	32					M1641
T1621	Command Chart > character move name	<r尾道魯|おどろ>					NA2_SLPS@0x43F5C0		slot	32					M1642
T1622	Command Chart > character move name	<r仕込|しこ>み<r傀儡|くぐつ>・<r針々八波|しんしんはっぱ>					NA2_SLPS@0x43F5E0		slot	64					M1643
T1623	Command Chart > character move name	<r天幻|てんげん>					NA2_SLPS@0x43F620		slot	24					M1644
T1624	Command Chart > character move name	<r羅刹|らせつ>					NA2_SLPS@0x43F638		slot	16					M1645
T1625	Command Chart > character move name	<r百済|くだら>					NA2_SLPS@0x43F648		slot	16					M1646
T1626	Command Chart > character move name	<r虚無|きょむ>					NA2_SLPS@0x43F658		slot	16					M1647
T1627	Command Chart > character move name	<r無頼|ぶらい>					NA2_SLPS@0x43F668		slot	24					M1648
T1628	Command Chart > character move name	<r有情|うじょう>					NA2_SLPS@0x43F680		slot	32					M1649
T1629	Command Chart > character move name	<r潜手|せんしゅ>					NA2_SLPS@0x43F6A0		slot	24					M1650
T1630	Command Chart > character move name	<r新羅|しらぎ>					NA2_SLPS@0x43F6B8		slot	24					M1651
T1631	Command Chart > character move name	<r天涯|てんがい>					NA2_SLPS@0x43F6D0		slot	32					M1652
T1632	Command Chart > character move name	<r高麗|こうらい>					NA2_SLPS@0x43F6F0		slot	32					M1653
T1633	Command Chart > character move name	<r如来|にょらい>					NA2_SLPS@0x43F710		slot	32					M1654
T1634	Command Chart > character move name	<r白衣|びゃくえ>					NA2_SLPS@0x43F730		slot	32					M1655
T1635	Command Chart > character move name	<r双云|そううん>					NA2_SLPS@0x43F750		slot	32					M1656
T1636	Command Chart > character move name	<r熟練作法|じゅくれんさほう>					NA2_SLPS@0x445EB0		slot	32					M1657
T1637	Command Chart > character move name	<r二兎天秤|にとてんびん>					NA2_SLPS@0x445ED0		slot	32					M1658
T1638	Command Chart > character move name	<r起進踏破|きじんとうは>					NA2_SLPS@0x445EF0		slot	32					M1659
T1639	Command Chart > character move name	<r下肢盛焔|かしせいえん>					NA2_SLPS@0x445F10		slot	32					M1660
T1640	Command Chart > character move name	<r跳乗体躯|ちょうじょうたいく>					NA2_SLPS@0x445F30		slot	32					M1661
T1641	Command Chart > character move name	<r無我自遜|むがじそん>					NA2_SLPS@0x445F50		slot	32					M1662
T1642	Command Chart > character move name	<r不意手|ふいしゅ>					NA2_SLPS@0x445F70		slot	32					M1663
T1643	Command Chart > character move name	<r双昇脚|そうしょうきゃく>					NA2_SLPS@0x445F90		slot	32					M1664
T1644	Command Chart > character move name	<r輪転掌|りんてんしょう>					NA2_SLPS@0x445FB0		slot	32					M1665
T1645	Command Chart > character move name	<r潜進脚|せんしんきゃく>					NA2_SLPS@0x445FD0		slot	32					M1666
T1646	Command Chart > character move name	<r肩硬突|けんこうとつ>					NA2_SLPS@0x445FF0		slot	32					M1667
T1647	Command Chart > character move name	<r北砕|ほくさい>					NA2_SLPS@0x446010		slot	32					M1668
T1648	Command Chart > character move name	<r底閃|ていせん>					NA2_SLPS@0x446030		slot	32					M1669
T1649	Command Chart > character move name	<r斜落|しゃらく>					NA2_SLPS@0x446050		slot	24					M1670
T1650	Command Chart > character move name	<r風刺|ふうし>					NA2_SLPS@0x446068		slot	24					M1671
T1651	Command Chart > character move name	<r仰|あお>ぐ<r大気|そら>					NA2_SLPS@0x446080		slot	32					M1672
T1652	Command Chart > character move name	<r過|す>ぐ<r歳月|ながれ>					NA2_SLPS@0x4460A0		slot	32					M1673
T1653	Command Chart > character move name	<r降|ふ>り<r作礼|さらい>					NA2_SLPS@0x4460C0		slot	32					M1674
T1654	Command Chart > character move name	<r絶|た>ち<r終焉|わかれ>					NA2_SLPS@0x4460E0		slot	32					M1675
T1655	Command Chart > character move name	<r天|てん>の<r構|かま>え・<r刹|せつ>					NA2_SLPS@0x446100		slot	48					M1676
T1656	Command Chart > character move name	<r舞|ま>い<r飛鳥|あすか>					NA2_SLPS@0x446130		slot	32					M1677
T1657	Command Chart > character move name	<r地|ち>の<r構|かま>え・<r掩|えん>					NA2_SLPS@0x446150		slot	48					M1678
T1658	Command Chart > character move name	<r這|は>い<r土竜|もぐら>					NA2_SLPS@0x446180		slot	32					M1679
T1659	Command Chart > character move name	<r人|じん>の<r構|かま>え・<r斥|せき>					NA2_SLPS@0x4461A0		slot	48					M1680
T1660	Command Chart > character move name	<r刺|さ>し<r朱音|あかね>					NA2_SLPS@0x4461D0		slot	32					M1681
T1661	Command Chart > character move name	<r暴双砕牙|ばくそうさいが>					NA2_SLPS@0x44BF90		slot	32					M1682
T1662	Command Chart > character move name	<r牙通牙|がつうが>					NA2_SLPS@0x44BFB0		slot	32					M1683
T1663	Command Chart > character move name	<r円月爪|えんげつそう>					NA2_SLPS@0x44BFD0		slot	32					M1684
T1664	Command Chart > character move name	<r双狼閃|そうろうせん>					NA2_SLPS@0x44BFF0		slot	32					M1685
T1665	Command Chart > character move name	<r虚狼貫|ころうかん>					NA2_SLPS@0x44C010		slot	32					M1686
T1666	Command Chart > character move name	<r群狼鞭|ぐんろうべん> 					NA2_SLPS@0x44C030		slot	32					M1687
T1667	Command Chart > character move name	<r抗牙刀|こうがとう>					NA2_SLPS@0x44C050		slot	32					M1688
T1668	Command Chart > character move name	<r駆狼双戟|かろうそうげき>					NA2_SLPS@0x44C070		slot	32					M1689
T1669	Command Chart > character move name	<r単騎閃走|たんきせんそう>					NA2_SLPS@0x44C090		slot	32					M1690
T1670	Command Chart > character move name	<r拘狼顎|こうろうがく>					NA2_SLPS@0x44C0B0		slot	32					M1691
T1671	Command Chart > character move name	<r天狼流|てんろうりゅう>					NA2_SLPS@0x44C0D0		slot	32					M1692
T1672	Command Chart > character move name	<r皇狼落|こうろうらく>					NA2_SLPS@0x44C0F0		slot	32					M1693
T1673	Command Chart > character move name	<r飛刃狼牙|ひじんろうが>					NA2_SLPS@0x44C110		slot	32					M1694
T1674	Command Chart > character move name	<r迅狼天走|じんろうてんそう>					NA2_SLPS@0x44C130		slot	32					M1695
T1675	Command Chart > character move name	<r一騎搭穿|いっきとうせん>					NA2_SLPS@0x44C150		slot	32					M1696
T1676	Command Chart > character move name	<r投狼刃|とうろうじん>					NA2_SLPS@0x44C170		slot	32					M1697
T1677	Command Chart > character move name	<r騎乗伐爪|きじょうばっそう>					NA2_SLPS@0x44C190		slot	32					M1698
T1678	Command Chart > character move name	<r寄壊蟲|きかいちゅう>・<r芭句|ばく>					NA2_SLPS@0x451B90		slot	48					M1699
T1679	Command Chart > character move name	<r寄壊蟲|きかいちゅう>・<r円塊|えんかい>					NA2_SLPS@0x451BC0		slot	48					M1700
T1680	Command Chart > character move name	<r沫泡蟲|まっぽうちゅう>					NA2_SLPS@0x451BF0		slot	32					M1701
T1681	Command Chart > character move name	<r擬態蟲|ぎたいちゅう>・<r這|しゃ>					NA2_SLPS@0x451C10		slot	48					M1702
T1682	Command Chart > character move name	<r拡散蟲|かくさんちゅう>					NA2_SLPS@0x451C40		slot	32					M1703
T1683	Command Chart > character move name	<r昇渦蟲|しょうかちゅう>					NA2_SLPS@0x451C60		slot	32					M1704
T1684	Command Chart > character move name	<r分散蟲|ぶんさんちゅう>					NA2_SLPS@0x451C80		slot	32					M1705
T1685	Command Chart > character move name	<r捕縛蟲|ほばくちゅう>					NA2_SLPS@0x451CA0		slot	32					M1706
T1686	Command Chart > character move name	<r擬態蟲|ぎたいちゅう>・<r飛|ひ>					NA2_SLPS@0x451CC0		slot	48					M1707
T1687	Command Chart > character move name	<r包容蟲|ほうようちゅう>					NA2_SLPS@0x451CF0		slot	32					M1708
T1688	Command Chart > character move name	<r落叩蟲|らっこうちゅう>					NA2_SLPS@0x451D10		slot	32					M1709
T1689	Command Chart > character move name	<r寄集蟲|きしゅうちゅう>					NA2_SLPS@0x451D30		slot	32					M1710
T1690	Command Chart > character move name	<r八卦掌双手通背|はっけしょうそうしゅつうはい>					NA2_SLPS@0x457A80		slot	48					M1711
T1691	Command Chart > character move name	<r通背掌|つうはいしょう>					NA2_SLPS@0x457AB0		slot	32					M1712
T1692	Command Chart > character move name	<r開崩掌|かいほうしょう>					NA2_SLPS@0x457AD0		slot	32					M1713
T1693	Command Chart > character move name	<r天崩連破|てんほうれんは>					NA2_SLPS@0x457AF0		slot	32					M1714
T1694	Command Chart > character move name	<r投扇掌|とうせんしょう>					NA2_SLPS@0x457B10		slot	32					M1715
T1695	Command Chart > character move name	<r旋天掌|せんてんしょう>					NA2_SLPS@0x457B30		slot	32					M1716
T1696	Command Chart > character move name	<r三舞|みつまい>					NA2_SLPS@0x457B50		slot	24					M1717
T1697	Command Chart > character move name	<r瓦砲|がほう>					NA2_SLPS@0x457B68		slot	24					M1718
T1698	Command Chart > character move name	<r天背掌|てんはいしょう>					NA2_SLPS@0x457B80		slot	32					M1719
T1699	Command Chart > character move name	<r大鵬|だいほう>					NA2_SLPS@0x457BA0		slot	32					M1720
T1700	Command Chart > character move name	<r旋風|せんぷう>					NA2_SLPS@0x457BC0		slot	32					M1721
T1701	Command Chart > character move name	<r遥流掌|ようりゅうしょう>					NA2_SLPS@0x457BE0		slot	32					M1722
T1702	Command Chart > character move name	<r白宝輪|はくほうりん>					NA2_SLPS@0x457C00		slot	32					M1723
T1703	Command Chart > character move name	<r発輝連突|はっきれんとつ>					NA2_SLPS@0x457C20		slot	32					M1724
T1704	Command Chart > character move name	<r倍化怒涛|ばいかどとう>					NA2_SLPS@0x45DBF0		slot	32					M1725
T1705	Command Chart > character move name	<r超張|ちょうは>り<r手|て>					NA2_SLPS@0x45DC10		slot	32					M1726
T1706	Command Chart > character move name	<r大跳脚|だいちょうきゃく>					NA2_SLPS@0x45DC30		slot	32					M1727
T1707	Command Chart > character move name	<r大行拳|だいこうけん>					NA2_SLPS@0x45DC50		slot	32					M1728
T1708	Command Chart > character move name	<r大厳乞|だいげんこつ>					NA2_SLPS@0x45DC70		slot	32					M1729
T1709	Command Chart > character move name	<r大挟掌|だいきょうしょう>					NA2_SLPS@0x45DC90		slot	32					M1730
T1710	Command Chart > character move name	<r大昇脚|だいしょうきゃく>					NA2_SLPS@0x45DCB0		slot	32					M1731
T1711	Command Chart > character move name	<r大叩槌|だいこうつい>					NA2_SLPS@0x45DCD0		slot	32					M1732
T1712	Command Chart > character move name	<r怒来武|どらいぶ>					NA2_SLPS@0x45DCF0		slot	32					M1733
T1713	Command Chart > character move name	かつぎ<r発放|ほっぽう>					NA2_SLPS@0x45DD10		slot	32					M1734
T1714	Command Chart > character move name	<r大回脚|だいかいきゃく>					NA2_SLPS@0x45DD30		slot	32					M1735
T1715	Command Chart > character move name	<r急球弾|きゅうきゅうだん>					NA2_SLPS@0x45DD50		slot	32					M1736
T1716	Command Chart > character move name	まわし<r発放|ほっぽう>					NA2_SLPS@0x45DD70		slot	32					M1737
T1717	Command Chart > character move name	<r大双脚|だいそうきゃく>					NA2_SLPS@0x45DD90		slot	32					M1738
T1718	Command Chart > character move name	<r超|ちょう>ラッシュ					NA2_SLPS@0x45DDB0		slot	32					M1739
T1719	Command Chart > character move name	<r超|ちょう>スパイク					NA2_SLPS@0x45DDD0		slot	32					M1740
T1720	Command Chart > character move name	<r超|ちょう>スタンプ					NA2_SLPS@0x45DDF0		slot	32					M1741
T1721	Command Chart > character move name	<r超|ちょう>シュート					NA2_SLPS@0x45DE10		slot	32					M1742
T1722	Command Chart > character move name	<r超|ちょう>スロー					NA2_SLPS@0x45DE30		slot	32					M1743
T1723	Command Chart > character move name	<r超|ちょう>アッパー					NA2_SLPS@0x45DE50		slot	32					M1744
T1724	Command Chart > character move name	<r超|ちょう>ダイビング					NA2_SLPS@0x45DE70		slot	32					M1745
T1725	Command Chart > character move name	<r超|ちょう>ブレスト					NA2_SLPS@0x45DE90		slot	32					M1746
T1726	Command Chart > character move name	<r心乱身|しんらんしん>の<r術|じゅつ>					NA2_SLPS@0x463CD0		slot	48					M1747
T1727	Command Chart > character move name	<r華憐四季彩|かれんしきさい>					NA2_SLPS@0x463D00		slot	32					M1748
T1728	Command Chart > character move name	<r彩|いろどり>のラベンダー					NA2_SLPS@0x463D20		slot	32					M1749
T1729	Command Chart > character move name	<r胸|むね>を<r刺|さ>すアロエ					NA2_SLPS@0x463D40		slot	32					M1750
T1730	Command Chart > character move name	ベゴニアの<r重圧|じゅうあつ>					NA2_SLPS@0x463D60		slot	32					M1751
T1731	Command Chart > character move name	<r嘆|なげ>きのライラック					NA2_SLPS@0x463D80		slot	32					M1752
T1732	Command Chart > character move name	<r喜|よろこ>びのクレマチス					NA2_SLPS@0x463DA0		slot	32					M1753
T1733	Command Chart > character move name	<r心浮|こころう>くポピー					NA2_SLPS@0x463DC0		slot	32					M1754
T1734	Command Chart > character move name	スターチスの<r一突|ひとつ>き					NA2_SLPS@0x463DE0		slot	32					M1755
T1735	Command Chart > character move name	<r空|そら>に<r舞|ま>うナデシコ					NA2_SLPS@0x463E00		slot	32					M1756
T1736	Command Chart > character move name	<r蝦蟇|ガマ>ドス<r斬|ざん>					NA2_SLPS@0x469000		slot	32					M1757
T1737	Command Chart > character move name	<r幕之討|まくのう>ち					NA2_SLPS@0x469020		slot	32					M1758
T1738	Command Chart > character move name	<r足拍子|あしびょうし>					NA2_SLPS@0x469040		slot	32					M1759
T1739	Command Chart > character move name	<r壱番大誇|いちばんだいこ>					NA2_SLPS@0x469060		slot	32					M1760
T1740	Command Chart > character move name	<r針地蔵|はりじぞう>					NA2_SLPS@0x469080		slot	32					M1761
T1741	Command Chart > character move name	<r飛拿弾|ひなだん>					NA2_SLPS@0x4690A0		slot	32					M1762
T1742	Command Chart > character move name	<r口寄|くちよ>せ <r屋台落|やたいお>とし					NA2_SLPS@0x4690C0		slot	48					M1763
T1743	Command Chart > character move name	<r火遁|かとん>の<r術|じゅつ>					NA2_SLPS@0x4690F0		slot	32					M1764
T1744	Command Chart > character move name	<r彗叩|すいこう>					NA2_SLPS@0x469110		slot	32					M1765
T1745	Command Chart > character move name	<r筍掻突|しゅんそうとつ>					NA2_SLPS@0x469130		slot	32					M1766
T1746	Command Chart > character move name	<r落葉槌|らくようつい>					NA2_SLPS@0x469150		slot	32					M1767
T1747	Command Chart > character move name	<r雷底|らいてい>					NA2_SLPS@0x469170		slot	32					M1768
T1748	Command Chart > character move name	<r歳流掌|さいりゅうしょう>					NA2_SLPS@0x469190		slot	32					M1769
T1749	Command Chart > character move name	<r痛天脚|つうてんきゃく>・<r天帝|てんてい>					NA2_SLPS@0x46E6A0		slot	48					M1770
T1750	Command Chart > character move name	<r天守脚|てんしゅきゃく>					NA2_SLPS@0x46E6D0		slot	32					M1771
T1751	Command Chart > character move name	<r萩猪|はぎい>					NA2_SLPS@0x46E6F0		slot	16					M1772
T1752	Command Chart > character move name	<r雁金|かりがね>					NA2_SLPS@0x46E700		slot	32					M1773
T1753	Command Chart > character move name	<r薄月|うすづき>					NA2_SLPS@0x46E720		slot	32					M1774
T1754	Command Chart > character move name	<r紅葉鹿|こうようか>					NA2_SLPS@0x46E740		slot	32					M1775
T1755	Command Chart > character move name	<r杜若|とじゃく>					NA2_SLPS@0x46E760		slot	32					M1776
T1756	Command Chart > character move name	<r鳳桐|ほうとう>					NA2_SLPS@0x46E780		slot	32					M1777
T1757	Command Chart > character move name	<r竹雀|ちくしゃく>					NA2_SLPS@0x46E7A0		slot	32					M1778
T1758	Command Chart > character move name	<r菊盃|きくさかずき>					NA2_SLPS@0x46E7C0		slot	32					M1779
T1759	Command Chart > character move name	<r暴猪|あばれしし>					NA2_SLPS@0x46E7E0		slot	32					M1780
T1760	Command Chart > character move name	<r花柳|はなやなぎ>					NA2_SLPS@0x46E800		slot	24					M1781
T1761	Command Chart > character move name	<r月鹿|げっか>					NA2_SLPS@0x46E818		slot	24					M1782
T1762	Command Chart > character move name	<r梅鶯|おうよう>					NA2_SLPS@0x46E830		slot	32					M1783
T1763	Command Chart > character move name	<r痛天脚|つうてんきゃく>					NA2_SLPS@0x46E850		slot	32					M1784
T1764	Command Chart > character move name	<r藤杜鵑|とうとけん>					NA2_SLPS@0x46E870		slot	32					M1785
T1765	Command Chart > character move name	<r桜幕|さくらまく>					NA2_SLPS@0x46E890		slot	32					M1786
T1766	Command Chart > character move name	<r仕込|しこ>み<r千本|せんぼん>・<r刺散|しさん>					NA2_SLPS@0x474110		slot	48					M1787
T1767	Command Chart > character move name	<r忍法|にんぽう>・<r毒霧|どくきり>					NA2_SLPS@0x474140		slot	48					M1788
T1768	Command Chart > character move name	<r掌波|しょうは>					NA2_SLPS@0x474170		slot	24					M1789
T1769	Command Chart > character move name	<r連刃|れんば>					NA2_SLPS@0x474188		slot	24					M1790
T1770	Command Chart > character move name	<r刺脚|しきゃく>					NA2_SLPS@0x4741A0		slot	32					M1791
T1771	Command Chart > character move name	<r凛針|りんしん>					NA2_SLPS@0x4741C0		slot	32					M1792
T1772	Command Chart > character move name	<r千本|せんぼん>					NA2_SLPS@0x4741E0		slot	32					M1793
T1773	Command Chart > character move name	<r受劈|じゅへき>					NA2_SLPS@0x474200		slot	32					M1794
T1774	Command Chart > character move name	<r突針|とっしん>					NA2_SLPS@0x474220		slot	32					M1795
T1775	Command Chart > character move name	<r流刃|りゅうば>					NA2_SLPS@0x474240		slot	32					M1796
T1776	Command Chart > character move name	<r昇刃|しょうば>					NA2_SLPS@0x474260		slot	32					M1797
T1777	Command Chart > character move name	<r旋刃|せんじん>					NA2_SLPS@0x474280		slot	32					M1798
T1778	Command Chart > character move name	<r掌尖|しょうせん>					NA2_SLPS@0x4742A0		slot	32					M1799
T1779	Command Chart > character move name	<r輪落|りんらく>					NA2_SLPS@0x4742C0		slot	24					M1800
T1780	Command Chart > character move name	<r浮刃|ふじん>					NA2_SLPS@0x4742D8		slot	24					M1801
T1781	Command Chart > character move name	<r転斬|てんざん>					NA2_SLPS@0x4742F0		slot	32					M1802
T1782	Command Chart > character move name	<r狼牙伐錐|ろうがばっすい>					NA2_SLPS@0x479A10		slot	32					M1803
T1783	Command Chart > character move name	<r飛燕|ひえん>・<r空穿|くうせん>					NA2_SLPS@0x479A30		slot	48					M1804
T1784	Command Chart > character move name	<r暴風粋|ぼうふういき>					NA2_SLPS@0x479A60		slot	32					M1805
T1785	Command Chart > character move name	<r青嵐|あおあらし>					NA2_SLPS@0x479A80		slot	24					M1806
T1786	Command Chart > character move name	<r東風|こち>					NA2_SLPS@0x479A98		slot	16					M1807
T1787	Command Chart > character move name	<r颪|おろし>					NA2_SLPS@0x479AA8		slot	24					M1808
T1788	Command Chart > character move name	<r韋駄天台風|いだてんたいふう>					NA2_SLPS@0x479AC0		slot	32					M1809
T1789	Command Chart > character move name	<r雁渡|かりわたし>					NA2_SLPS@0x479AE0		slot	24					M1810
T1790	Command Chart > character move name	<r山背|やませ>					NA2_SLPS@0x479AF8		slot	24					M1811
T1791	Command Chart > character move name	<r木枯|こがら>し					NA2_SLPS@0x479B10		slot	32					M1812
T1792	Command Chart > character move name	<r黒南風|くろはえ>					NA2_SLPS@0x479B30		slot	32					M1813
T1793	Command Chart > character move name	<r小夜嵐|さよあらし>					NA2_SLPS@0x479B50		slot	24					M1814
T1794	Command Chart > character move name	<r風巻|しまき>					NA2_SLPS@0x479B68		slot	24					M1815
T1795	Command Chart > character move name	<r天狗風|てんぐかぜ>					NA2_SLPS@0x479B80		slot	24					M1816
T1796	Command Chart > character move name	<r比良|ひら>					NA2_SLPS@0x479B98		slot	24					M1817
T1797	Command Chart > character move name	<r幻術|げんじゅつ>　<r蜃気楼|しんきろう>					NA2_SLPS@0x47ED10		slot	48					M1818
T1798	Command Chart > character move name	<r幻術|げんじゅつ>　<r霞|かすみ>					NA2_SLPS@0x47ED40		slot	48					M1819
T1799	Command Chart > character move name	<r誘紅寿|そうこうじゅ>					NA2_SLPS@0x47ED70		slot	32					M1820
T1800	Command Chart > character move name	<r杏咲垂|あんしょうすい>					NA2_SLPS@0x47ED90		slot	32					M1821
T1801	Command Chart > character move name	<r枝垂|しだ>れ<r華|ばな>					NA2_SLPS@0x47EDB0		slot	32					M1822
T1802	Command Chart > character move name	<r紅葉夢|こうようむ>					NA2_SLPS@0x47EDD0		slot	32					M1823
T1803	Command Chart > character move name	<r花卉舞踊|かきぶよう>					NA2_SLPS@0x47EDF0		slot	32					M1824
T1804	Command Chart > character move name	<r三彩|さんさい>					NA2_SLPS@0x47EE10		slot	32					M1825
T1805	Command Chart > character move name	<r香咲彩|かしょうさい>					NA2_SLPS@0x47EE30		slot	32					M1826
T1806	Command Chart > character move name	<r延髄切|えんずいぎ>り					NA2_SLPS@0x47EE50		slot	32					M1827
T1807	Command Chart > character move name	<r符彩脚|ふさいきゃく>					NA2_SLPS@0x47EE70		slot	32					M1828
T1808	Command Chart > character move name	<r枯秋葉|かれあきば>					NA2_SLPS@0x47EE90		slot	32					M1829
T1809	Command Chart > character move name	<r牡丹雪|ぼたんゆき>					NA2_SLPS@0x47EEB0		slot	32					M1830
T1810	Command Chart > character move name	<r華天頂|かてんちょう>					NA2_SLPS@0x47EED0		slot	32					M1831
T1811	Command Chart > character move name	<r陀演呂迦|だえんろか>					NA2_SLPS@0x484730		slot	32					M1832
T1812	Command Chart > character move name	<r邪蛇蜿蜒|じゃじゃえんえん>					NA2_SLPS@0x484750		slot	32					M1833
T1813	Command Chart > character move name	<r襲蛇|しゅうだ>					NA2_SLPS@0x484770		slot	24					M1834
T1814	Command Chart > character move name	<r筋緒|すじお>					NA2_SLPS@0x484788		slot	24					M1835
T1815	Command Chart > character move name	<r蒼大傷|あおだいしょう>					NA2_SLPS@0x4847A0		slot	32					M1836
T1816	Command Chart > character move name	<r平朽|ひらくち>					NA2_SLPS@0x4847C0		slot	32					M1837
T1817	Command Chart > character move name	<r赤斑|あかまだら>					NA2_SLPS@0x4847E0		slot	32					M1838
T1818	Command Chart > character move name	<r山渦牙肢|やまかがし>					NA2_SLPS@0x484800		slot	32					M1839
T1819	Command Chart > character move name	<r地潜|じむぐり>					NA2_SLPS@0x484820		slot	32					M1840
T1820	Command Chart > character move name	<r鎌首|かまくび>					NA2_SLPS@0x484840		slot	32					M1841
T1821	Command Chart > character move name	<r潜影多蛇手|せんえいたじゃしゅ>・<r仰|ぎょう>					NA2_SLPS@0x484860		slot	48					M1842
T1822	Command Chart > character move name	<r覇畏|はい>					NA2_SLPS@0x484890		slot	16					M1843
T1823	Command Chart > character move name	<r刃舞|はぶ>					NA2_SLPS@0x4848A0		slot	16					M1844
T1824	Command Chart > character move name	<r飛刃狩|ひばかり>					NA2_SLPS@0x4848B0		slot	32					M1845
T1825	Command Chart > character move name	チャクラ<r解剖刀|メス>・<r惨|ざん>					NA2_SLPS@0x489C60		slot	48					M1846
T1826	Command Chart > character move name	<r死魂|しこん>の<r術|じゅつ>					NA2_SLPS@0x489C90		slot	32					M1847
T1827	Command Chart > character move name	<r痲錘|ますい>					NA2_SLPS@0x489CB0		slot	16					M1848
T1828	Command Chart > character move name	<r穿刺|せんし>					NA2_SLPS@0x489CC0		slot	16					M1849
T1829	Command Chart > character move name	<r臨蹴|りんじゅう>					NA2_SLPS@0x489CD0		slot	32					M1850
T1830	Command Chart > character move name	<r心刹|しんさつ>					NA2_SLPS@0x489CF0		slot	24					M1851
T1831	Command Chart > character move name	<r冴侵|ごしん>					NA2_SLPS@0x489D08		slot	16					M1852
T1832	Command Chart > character move name	<r陀撲|だぼく>					NA2_SLPS@0x489D18		slot	24					M1853
T1833	Command Chart > character move name	<r骨刹|こっせつ>					NA2_SLPS@0x489D30		slot	24					M1854
T1834	Command Chart > character move name	<r棄涜|きとく>					NA2_SLPS@0x489D48		slot	24					M1855
T1835	Command Chart > character move name	<r回亡|かいぼう>					NA2_SLPS@0x489D60		slot	24					M1856
T1836	Command Chart > character move name	<r葬戯|そうぎ>					NA2_SLPS@0x489D78		slot	24					M1857
T1837	Command Chart > character move name	<r決刹|けっさつ>					NA2_SLPS@0x489D90		slot	32					M1858
T1838	Command Chart > character move name	<r切葬|けっそう>					NA2_SLPS@0x489DB0		slot	32					M1859
T1839	Command Chart > character move name	<r木遁|もくとん>・<r完拿|かんな>					NA2_SLPS@0x48F290		slot	48					M1860
T1840	Command Chart > character move name	<r木遁|もくとん>・<r木鎚|こづち>					NA2_SLPS@0x48F2C0		slot	48					M1861
T1841	Command Chart > character move name	<r三連巨木柱|さんれんきょぼくちゅう>					NA2_SLPS@0x48F2F0		slot	48					M1862
T1842	Command Chart > character move name	<r木連撃柱|もくれんげきちゅう>					NA2_SLPS@0x48F320		slot	32					M1863
T1843	Command Chart > character move name	<r木遁|もくとん>・<r木錠壁|もくじょうへき>					NA2_SLPS@0x48F340		slot	48					M1864
T1844	Command Chart > character move name	<r閃裂斬|せんれつざん>					NA2_SLPS@0x48F370		slot	32					M1865
T1845	Command Chart > character move name	<r木柱昇壁|もくちゅうしょうへき>					NA2_SLPS@0x48F390		slot	48					M1866
