id	enabled	section	mode	source_ref	donor_ref	capacity	source	donor	prefix	replacement	transform	arguments	reference_refs	parent_mapping_id
M1876	1	character_command_chart	slot	NA2_SLPS@0x494CA0	NUN5_TEXTENG@0xED00	32	<r見返龍|みかえりりゅう>	Returning Dragon						
M1877	1	character_command_chart	slot	NA2_SLPS@0x494CC0	NUN5_SLES@0x514208	32	<r燕雀|えんじゃく>	Swallow						
M1878	1	character_command_chart	slot	NA2_SLPS@0x494CE0	NUN5_TEXTENG@0xED20	32	<r巴獅子|ともえじし>	Unyielding Lion						
M1879	1	character_command_chart	slot	NA2_SLPS@0x494D00	NUN5_TEXTENG@0xED30	32	<r開鳳凰|ひらきほうおう>	Open Phoenix						
M1880	1	character_command_chart	slot	NA2_SLPS@0x494D20	NUN5_TEXTENG@0xED40	32	<r登燕雀|とうえんじゃく>	Climbing Sparrow						
M1881	1	character_command_chart	slot	NA2_SLPS@0x494D40	NUN5_TEXTENG@0xED58	32	<r連獅子連鼠|れんじしれんそ>	Lions and Rats						
M1882	1	character_command_chart	slot	NA2_SLPS@0x494D60	NUN5_TEXTENG@0xED70	32	<r連燕雀|れんえんじゃく>	Repeating Sparrows						
M1883	1	character_command_chart	slot	NA2_SLPS@0x494D80	NUN5_TEXTENG@0xED88	16	<r破根|はね>	Root Breaker						
M1884	1	character_command_chart	slot	NA2_SLPS@0x494D90	NUN5_TEXTENG@0xED98	24	<r飛鳳凰|ひほうおう>	Flying Phoenix						
M1885	1	character_command_chart	slot	NA2_SLPS@0x494DA8	NUN5_TEXTENG@0xEDB0	16	<r百舌|もず>	Hundred Tongues						
M1886	1	character_command_chart	slot	NA2_SLPS@0x494DB8	NUN5_TEXTENG@0xEDC0	16	<r祓衣|はらい>	Mourning Garb						
M1887	1	character_command_chart	slot	NA2_SLPS@0x494DC8	NUN5_SLES@0x514210	24	<r雲雀|ひばり>	Skylark						
M1888	1	character_command_chart	slot	NA2_SLPS@0x49AC60	NUN5_TEXTENG@0xEE80	16	<r刹那|せつな>	Instantaneous Blade					NA2_SLPS@0x49AECC	
M1889	1	character_command_chart	slot	NA2_SLPS@0x49AC70	NUN5_TEXTENG@0xEEA0	32	<r彩雲|さいうん>	Colorful Clouds						
M1890	1	character_command_chart	slot	NA2_SLPS@0x49AC90	NUN5_TEXTENG@0xEEB0	32	<r御来迎|ごらいごう>	Solar Glory						
M1891	1	character_command_chart	slot	NA2_SLPS@0x49ACB0	NUN5_TEXTENG@0xEEC0	32	<r千鳥|ちどり>・<r落|らく>	Chidori Drop						
M1892	1	character_command_chart	slot	NA2_SLPS@0x49ACD0	NUN5_TEXTENG@0xEED0	48	<r獅子連弾|ししれんだん>・<r鳴動|めいどう>	Lion's Barrage: Rumble						
M1893	1	character_command_chart	slot	NA2_SLPS@0x49AD00	NUN5_TEXTENG@0xEEF0	32	<r天叢雲|あまのむらくも>	Susanoo's Blade						
M1894	1	character_command_chart	slot	NA2_SLPS@0x49AD20	NUN5_TEXTENG@0xEF00	32	<r裏御光|うらごこう>	Reverse Halo						
M1895	1	character_command_chart	slot	NA2_SLPS@0x49AD40	NUN5_TEXTENG@0xEF10	80	<r火遁|かとん>・<r鳳仙火|ほうせんか>の<r術|じゅつ>・<r落花散|らっかさん>	Fire Style: Phoenix Flower Jutsu @Petal Shower@						
M1896	1	character_command_chart	slot	NA2_SLPS@0x49AD90	NUN5_TEXTENG@0xEF40	32	<r幻日|げんじつ>	False Sun						
M1897	1	character_command_chart	slot	NA2_SLPS@0x49ADB0	NUN5_TEXTENG@0xEF50	32	<r東雲|しののめ>	Dawnbreak						
M1898	1	character_command_chart	slot	NA2_SLPS@0x49ADD0	NUN5_TEXTENG@0xEF60	80	<r火遁|かとん>・<r豪火球|ごうかきゅう>の<r術|じゅつ>・<r天来|てんらい>	Fire Style: Fireball Jutsu @Divinity@						
M1899	1	character_command_chart	slot	NA2_SLPS@0x49AE20	NUN5_TEXTENG@0xEF88	32	<r莢雲|さやぐも>	Heavenly Cloud						
M1900	1	character_command_chart	slot	NA2_SLPS@0x49AE40	NUN5_TEXTENG@0xEFA0	48	<r千鳥|ちどり>・<r迅雷|じんらい>	Chidori: Thunderclap						
M1901	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD240	NUN5_TEXTENG@0x4960	32	うずまきナルト<r連弾|れんだん>	Naruto Uzumaki Barrage						
M1902	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD260	NUN5_TEXTENG@0x4980	48	うずまきナルト<r忍法帳|にんぽうちょう>	Naruto's Ninja Handbook						
M1903	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD290	NUN5_TEXTENG@0x49C0	32	ハヤブサ<r落|お>とし	Falcon Drop						
M1904	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD2B0	NUN5_TEXTENG@0x49D0	32	<r忌|い>まわしき<r千鳥|ちどり>	Ominous Chidori						
M1905	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD2D0	NUN5_TEXTENG@0x4A78	16	すい<r拳|けん>	Loopy Fist						
M1906	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD2E0	NUN5_TEXTENG@0x4A88	32	<r裏蓮華|うられんげ>	Hidden Lotus						
M1907	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD300	NUN5_TEXTENG@0x4E80	32	<r砂瀑大葬|さばくたいそう>	Giant Sand Burial						
M1908	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD320	NUN5_TEXTENG@0x4E98	32	<r砂手裏剣|すなしゅりけん>	Sand Shuriken						
M1909	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD340	NUN5_TEXTENG@0x4B30	48	<r影真似|かげまね>の<r術|じゅつ>	Shadow Possession Jutsu						
M1910	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD370	NUN5_TEXTENG@0x4B50	48	<r影圧掌|かげあっしょう>の<r術|じゅつ>	Shadow Crushing Palm Jutsu						
M1911	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD3A0	NUN5_TEXTENG@0x4B70	48	<r影首縛|かげくびしば>りの<r術|じゅつ>	Shadow Strangle Jutsu						
M1912	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD3D0	NUN5_TEXTENG@0x40F0	48	<r八卦六十四掌|はっけろくじゅうよんしょう>	8 Trigrams 64 Palms						
M1913	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD400	NUN5_TEXTENG@0x4A30	64	<r八卦三百六十一式|はっけさんびゃくろくじゅういっしき>	8 Trigrams 361 Style						
M1914	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD440	NUN5_TEXTENG@0x4A50	48	<r絶招八門崩撃|ぜっしょうはちもんほうげき>	Last Resort: Eight Gates Assault						
M1915	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD470	NUN5_TEXTENG@0x49F0	32	<r負|ま>けるもんですか！	I Won't Lose!						
M1916	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD490	NUN5_TEXTENG@0x4A00	64	<r忍法|にんぽう>・<r雪桜|ゆきざくら>の<r舞|まい>	Ninja Art: Snow Cherry Blossom Dance						
M1917	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD4D0	NUN5_TEXTENG@0x4870	48	<r禁術|きんじゅつ>・<r穢土封滅|えどふうめつ>	Forbidden Jutsu: Seal Destruction						
M1918	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD500	NUN5_TEXTENG@0x3C70	48	<r潜影多蛇手|せんえいたじゃしゅ>	Multiple Hidden Shadow Snake Hands						
M1919	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD530	NUN5_TEXTENG@0x5180	32	<r千殺水翔|せんさつすいしょう>	A Thousand Needles of Death						
M1920	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD550	NUN5_TEXTENG@0x11230	32	チャクラ<r開放|かいほう>	Chakra Release						
M1921	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD570	NUN5_TEXTENG@0x51A0	48	<r魔鏡氷晶|まきょうひょうしょう>	Crystal Ice Mirrors						
M1922	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD5A0	NUN5_TEXTENG@0x5140	64	<r水遁|すいとん>・<r水龍弾|すいりゅうだん>の<r術|じゅつ>	Water Style: Water Dragon Jutsu						
M1923	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD5E0	NUN5_TEXTENG@0x5160	64	<r水遁|すいとん>・<r大瀑布|だいばくふ>の<r術|じゅつ>	Water Style: Giant Vortex Jutsu						
M1924	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD620	NUN5_TEXTENG@0x4CC0	32	<r白眼|びゃくがん>	Byakugan						
M1925	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD640	NUN5_TEXTENG@0x4CD0	32	<r百烈掌|ひゃくれつしょう>	Hundred Power Palms						
M1926	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD660	NUN5_TEXTENG@0x4CF0	32	<r白朧天舞|はくろうてんぶ>	Heaven's Dance of Hazy White						
M1927	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD680	NUN5_TEXTENG@0x4AC0	48	<r操具|そうぐ>・<r死球撃|しきゅうげき>	Ninja Tool: Death Sphere Strike						
M1928	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD6B0	NUN5_TEXTENG@0x4AE0	48	<r操具|そうぐ>・<r襲千刃|しゅうせんじん>	Ninja Tool: Blade of 1000 Strikes						
M1929	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD6E0	NUN5_TEXTENG@0x4B10	48	<r操具|そうぐ>・<r浮刃壁|ふじんへき>	Ninja Tool: Floating Blade Wall						
M1930	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD710	NUN5_TEXTENG@0x3490	48	<r部分倍化|ぶぶんばいか>の<r術|じゅつ>	Partial Expansion Jutsu						
M1931	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD740	NUN5_TEXTENG@0x4BC0	64	<r忍法|にんぽう>・<r百花繚乱|ひゃっかりょうらん>	Ninja Art: Covered With Flowers						
M1932	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD780	NUN5_TEXTENG@0x4BE0	48	<r心乱身|しんらんしん>の<r術|じゅつ>	Mind Distraction Jutsu						
M1933	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD7B0	NUN5_TEXTENG@0x4C00	32	<r供花送|くげおく>り	Memorial Flower Sending						
M1934	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD7D0	NUN5_TEXTENG@0x4C18	32	<r牙通牙|がつうが>	Fang Over Fang						
M1935	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD7F0	NUN5_TEXTENG@0x4C50	32	<r双頭狼|そうとうろう>	Two-Headed Wolf						
M1936	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD810	NUN5_TEXTENG@0x11240	32	<r牙狼牙|がろうが>	Wolf Fang Over Fang 						
M1937	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD830	NUN5_TEXTENG@0x4C60	48	<r寄壊蟲|きかいちゅう>・<r颶|つむじ>	Parasitic Insects: Typhoon						
M1938	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD860	NUN5_TEXTENG@0x4C80	48	<r寄壊蟲|きかいちゅう>・<r簇|やじり>	Parasitic Insects: Swarm						
M1939	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD890	NUN5_TEXTENG@0x11260	48	<r寄壊蟲|きかいちゅう>・<r霰|あられ>	Parasitic Insect: Hailstorm						
M1940	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD8C0	NUN5_TEXTENG@0x4EB0	48	<r傀儡|くぐつ>・<r影役者|かげやくしゃ>	Puppet: Shadow Actor						
M1941	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD8F0	NUN5_TEXTENG@0x4ED0	48	<r傀儡|くぐつ>・<r廻刃天穿|かいじんてんせん>	Spinning Blade Drill of Underworld						
M1942	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD920	NUN5_TEXTENG@0x4F00	48	<r黒秘技機々一発|くろひぎききいっぱつ>	Secret Black Move: Iron Maiden						
M1943	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD950	NUN5_TEXTENG@0x4F20	32	<r乱|みだ>れ<r扇舞|せんぶ>	Mad Fan Dance						
M1944	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD970	NUN5_TEXTENG@0x4F30	48	<r大|だい>カマイタチの<r術|じゅつ>	Cyclone Scythe Jutsu						
M1945	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD9A0	NUN5_TEXTENG@0x4F50	64	<r口寄|くちよ>せ・<r斬|き>り<r斬|き>り<r舞|まい>	Summoning: Blade Dance						
M1946	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AD9E0	NUN5_TEXTENG@0x4760	64	<r火遁|かとん>・<r豪炎螺旋丸|ごうえんらせんがん>	Fire Style: Flame Rasengan						
M1947	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADA20	NUN5_TEXTENG@0x4780	48	<r双迅螺旋丸|そうじんらせんがん>	Double Rapid Rasengan						
M1948	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADA50	NUN5_TEXTENG@0x4DF0	32	<r金剛牢壁|こんごうろうへき>	Adamantine Nyoi Prison						
M1949	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADA70	NUN5_TEXTENG@0x4E10	64	<r封印術|ふういんじゅつ>・<r屍鬼封尽|しきふうじん>	Sealing Jutsu: Reaper Death Seal						
M1950	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADAB0	NUN5_TEXTENG@0x4E40	64	<r封印術|ふういんじゅつ>・<r三方封印|さんぽうふういん>	Sealing Jutsu: Triangle Seal						
M1951	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADAF0	NUN5_TEXTENG@0x47C0	48	<r忍法|にんぽう>・<r創造再生|そうぞうさいせい>	Ninja Art: Mitotic Regeneration						
M1952	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADB20	NUN5_TEXTENG@0x47E0	32	<r火影|ほかげ>の<r力|ちから>	Hokage's Power						
M1953	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADB40	NUN5_TEXTENG@0x4818	16	トントンコンビ	Tonton Duo						
M1954	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADB50	NUN5_TEXTENG@0x112B0	32	<r大交衝|だいこうしょう>	Great Cross Slash						
M1955	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADB70	NUN5_TEXTENG@0x48B0	32	<r死魂|しこん>の<r術|じゅつ>	Dead Soul Jutsu						
M1956	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADB90	NUN5_TEXTENG@0x48C0	48	チャクラ<r解剖刀|メス>・<r壊|カイ>	Chakra Dissection Blade: Destroy						
M1957	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADBC0	NUN5_TEXTENG@0x50F0	48	<r土遁|どとん>・<r土陸返|どろくがえ>し	Earth Style: Terra Shield						
M1958	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADBF0	NUN5_TEXTENG@0x50A0	32	<r雨蜘蛛|あまグモ>	Raining Spider						
M1959	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADC10	NUN5_TEXTENG@0x5040	32	<r毒舌|どくぜつ>コンボ	Tongue-Lash Combo						
M1960	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADC30	NUN5_TEXTENG@0x4FD0	64	<r口寄|くちよ>せ・<r羅生門|ラショウモン>　<r奈落|ならく>	Summoning: Rashomon, Abyss						
M1961	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADC70	NUN5_TEXTENG@0x4F70	48	<r八重葎|やえむぐら>の<r舞|まい>	Galium Spurium Dance						
M1962	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADCA0	NUN5_TEXTENG@0x4E60	48	<r飛雷神|ひらいしん>の<r術|じゅつ>	Flying Thunder God Jutsu						
M1963	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADCD0	NUN5_TEXTENG@0x4D30	64	<r突撃|とつげき>！　<r木|こ>ノ<r葉丸|はまる><r軍団|ぐんだん>！	Charge! Konohamaru Ninja Squad!						
M1964	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADD10	NUN5_TEXTENG@0x4D10	32	<r柔拳指南|じゅうけんしなん>	Gentle Fist Instruction						
M1965	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADD30	NUN5_TEXTENG@0x11310	48	<r金剛力|こんごうりき>・<r不動|ふどう>	Adamantine Power, Acala						
M1966	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADD60	NUN5_TEXTENG@0x4D90	64	<r木遁秘術|もくとんひじゅつ>・<r樹界降誕|じゅかいこうたん>	Secret Wood Style Jutsu: Deep Forest Emergence						
M1967	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADDA0	NUN5_TEXTENG@0x4DC0	48	<r水遁|すいとん>・<r硬渦水刃|こうかすいじん>	Water Style: Hardened Water Drill						
M1968	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADDD0	NUN5_TEXTENG@0x42F8	16	<r飛燕|ひえん>	Flying Swallow						
M1969	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADDE0	NUN5_TEXTENG@0x43A0	48	<r魔幻|まげん>・<r樹縛殺|じゅばくさつ>	Evil Illusion: Tree Capture Death						
M1970	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADE10	NUN5_TEXTENG@0x4D50	48	<r双蛇相殺|そうじゃそうさい>の<r術|じゅつ>	Twin Snake Sacrifice Jutsu						
M1971	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADE40	NUN5_TEXTENG@0x49A0	48	<r九尾螺旋丸|きゅうびらせんがん>	The Nine-Tailed Rasengan						
M1972	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADE70	NUN5_TEXTENG@0x49E0	32	<r呪|のろ>われし<r力|ちから>	Cursed Power						
M1973	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADE90	NUN5_TEXTENG@0x4AA0	48	<r突|つ>き<r抜|ぬ>ける<r熱|あつ>き<r思|おも>い	Smashing Passion						
M1974	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADEC0	NUN5_TEXTENG@0x4BB0	32	<r蝶弾爆撃|ちょうだんばくげき>	Butterfly Bomb						
M1975	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADEE0	NUN5_TEXTENG@0x5130	32	<r羅漢拳|らかんけん>	Arhat Fist						
M1976	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADF00	NUN5_TEXTENG@0x50D0	48	<r蜘蛛戦弓|クモせんきゅう>・<r凄裂|スザク>	Spider Bow: Fierce Rip						
M1977	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADF30	NUN5_TEXTENG@0x5080	64	<r魔笛|まてき>・<r三従葬曲|さんじゅうそうきょく>	Demon Flute: Trio Requiem						
M1978	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADF70	NUN5_TEXTENG@0x11330	48	<r左塵掌|さじんしょう>・<r右裂脚|うれつきゃく>	Left Dust Strike, Right Severing Kick						
M1979	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADFA0	NUN5_TEXTENG@0x4FB0	48	<r鉄線花|てっせんか>の<r舞|まい>・<r花|はな>	Clematis Dance: Flower						
M1980	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4ADFD0	NUN5_TEXTENG@0x3F00	48	<r大玉螺旋丸|おおだまらせんがん>	Great Ball Rasengan						
M1981	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE000	NUN5_TEXTENG@0x3F20	48	<r漏|も>れ<r出|だ>す<r力|ちから>	Overflowing Power						
M1982	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE060	NUN5_TEXTENG@0x11360	32	<r春|はる>の<r蹴来|しゅうらい>	Coming of Spring Kick 						
M1983	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE080	NUN5_TEXTENG@0x3FA0	32	キラキラ<r乙女心|おとめごころ>	Twinkling Maiden's Heart						
M1984	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE0A0	NUN5_TEXTENG@0x3FC0	32	<r大地割|だいちわ>り	Earth Chop						
M1985	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE0C0	NUN5_TEXTENG@0x3FD0	48	<r傀儡|くぐつ>・<r桜舞|サクラマイ>	Puppet: Cherry Blossom Dance						
M1986	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE0F0	NUN5_TEXTENG@0x43C8	32	<r砂縛牢|さばくろう>	Sand Prison						
M1987	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE110	NUN5_TEXTENG@0x11380	80	<r最硬絶対攻撃|さいこうぜったいこうげき>・<r砂瀑槍葬|さばくそうそう>	Hardest Ultimate Attack: Sand Spear Funeral						
M1988	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE160	NUN5_TEXTENG@0x4400	32	<r滅砂瀑葬|めっさばくそう>	Destructive Sand Burial						
M1989	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE180	NUN5_TEXTENG@0x4420	48	<r傀儡|くぐつ>・<r骸烏|ムクロガラス>	Puppet: Crow Corpse						
M1990	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE1B0	NUN5_TEXTENG@0x4440	48	<r傀儡|くぐつ>・<r鬼城|きじょう>の<r面|めん>	Puppet: Mask of Demon Castle						
M1991	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE1E0	NUN5_TEXTENG@0x113B0	48	<r黒秘技三大狂言|くろひぎさんだいきょうげん>	Secret Black Move: Three Major Plays						
M1992	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE210	NUN5_TEXTENG@0x4480	32	<r豪風暴壁|ごうふうぼうへき>	Gale Raging Wall						
M1993	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE230	NUN5_TEXTENG@0x44A0	32	<r練空踊扇|れんくうようせん>	Air Polish Dancing Fan						
M1994	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE250	NUN5_TEXTENG@0x44C0	48	<r口寄|くちよ>せ・<r扇舞降|せんまいお>ろし	Summoning: Fan Dance Drop						
M1995	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE280	NUN5_TEXTENG@0x44F0	48	<r傀儡|くぐつ>・<r父|ちち>と<r母|はは>	Puppet: Father and Mother						
M1996	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE2B0	NUN5_TEXTENG@0x113E0	80	<r十機近松|じっきちかまつ>の<r集|しゅう>・<r三宝吸潰|さんぼうきゅうかい>	Ten Puppet Collection: Three Treasures Vacuum						
M1997	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE300	NUN5_TEXTENG@0x46E0	48	<r傀儡|くぐつ>・<r砂鉄獄塊|さてつごっかい>	Puppet: Iron Sand Cluster						
M1998	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE330	NUN5_TEXTENG@0x4640	32	<r合殺芸術|がっさいげいじゅつ>	Combined Killing Art						
M1999	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE350	NUN5_SLES@0x5140F0	32	<r芸術|げいじゅつ>	Art						
M2000	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE370	NUN5_TEXTENG@0x4620	32	<r自爆分身|じばくぶんしん>	Exploding Clone						
M2001	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE390	NUN5_TEXTENG@0x4630	48	<r十八番|オハコ>・<rＣ３|シースリー>	Sure-Fire: C3						
M2002	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE3C0	NUN5_TEXTENG@0x11410	48	<r八卦四天空掌|はっけしてんくうしょう>	8 Trigrams 4 Sky Palms 						
M2003	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE3F0	NUN5_TEXTENG@0x11430	32	<r八卦破山撃|はっけはざんげき>	8 Trigrams Mountain Break Attack					NA2_SLPS@0x4AF844	
M2004	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE410	NUN5_TEXTENG@0x4190	48	<r操具|そうぐ>・<r廻燕劇|かいえんげき>	Ninja Tool: Spinning Swallow Show						
M2005	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE440	NUN5_TEXTENG@0x41C0	48	<r操具|そうぐ>・<r大鉄塊|だいてっかい>	Ninja Tool: Giant Iron Lump						
M2006	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE470	NUN5_TEXTENG@0x41E0	48	<r操具|そうぐ>・<r天鋼災|てんこうさい>	Ninja Tool: Heavenly Metal Disaster						
M2007	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE4A0	NUN5_TEXTENG@0x4130	32	<r木|こ>ノ<r葉旋光|はせんこう>	Leaf Spiral Light						
M2008	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE4C0	NUN5_TEXTENG@0x11460	48	<r青春|せいしゅん>フルパワー！！	Full Power of Youth!! 						
M2009	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE4F0	NUN5_TEXTENG@0x11480	64	<r裏蓮華|うられんげ>・あの<r夕日|ゆうひ>に<r向|む>かって	Hidden Lotus: Facing the Sunset						
M2010	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE540	NUN5_TEXTENG@0x114A0	64	<r忍法|にんぽう>・<r影煙幕|かげえんまく>の<r術|じゅつ>	Ninja Art: Shadow Smoke Screen Jutsu						
M2011	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE580	NUN5_TEXTENG@0x3410	48	<r忍法|にんぽう>・<r影縫|かげぬ>い	Ninja Art: Shadow Sew						
M2012	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE5B0	NUN5_TEXTENG@0x114D0	48	<r自分|じぶん>ルール・じゃんけん<r編|へん>　	Self-Rule, Episode of Scissors-Paper-Rock						
M2013	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE5E0	NUN5_TEXTENG@0x11500	48	<r自分|じぶん>ルール・<r青春編|せいしゅんへん>	Self-Rule, Episode of Youth						
M2014	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE610	NUN5_TEXTENG@0x33B0	32	<r朝孔雀|あさくじゃく>	Morning Peacock						
M2015	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE630	NUN5_TEXTENG@0x11520	48	<r雷切|らいきり>・<r一尖|いっせん>	Lightning Blade, Single Sharpness 						
M2016	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE660	NUN5_TEXTENG@0x4090	48	<r土遁|どとん>・<r裂穿牙|れっせんが>	Earth Style: Ripping Drill Fang						
M2017	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE690	NUN5_TEXTENG@0x40B0	32	コピー<r忍術|にんじゅつ>	Ninja Art: Copy Jutsu						
M2018	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE6B0	NUN5_TEXTENG@0x11550	48	<r火遁|かとん>・<r豪焔球|ごうえんきゅう>	Fire Style: Blaze Ball 						
M2019	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE6E0	NUN5_TEXTENG@0x4550	48	<r幻術|げんじゅつ>・<r泡沫|うたかた>	Genjutsu: Bubbles						
M2020	1	character_ultimate_jutsu	slot	NA2_SLPS@0x4AE710	NUN5_TEXTENG@0x4570	48	<r瞳術|どうじゅつ>・<r威凪|いさなぎ>	Visual Jutsu: Powerful Calm						
